,city,latitude,longitude,name,category_code,number_of_employees,founded_year,geo
2292,Sunnyvale,37.384239,-122.012475,Stiki Digital,web,6,2007,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}"
2293,London,51.5157682,-0.0970749,BrightTALK,software,,2002,"{'type': 'Point', 'coordinates': [-0.0970749, 51.5157682]}"
2294,San Francisco,37.791128,-122.398126,BrightTALK,software,,2002,"{'type': 'Point', 'coordinates': [-122.398126, 37.791128]}"
2295,New York,40.7398335,-73.9931582,BrightTALK,software,,2002,"{'type': 'Point', 'coordinates': [-73.9931582, 40.7398335]}"
2296,Cambridge,42.388621,-71.132583,JotNot,mobile,3,2008,"{'type': 'Point', 'coordinates': [-71.132583, 42.388621]}"
2297,Santa Clara,37.270518,-121.955879,VisualOn,software,,2011,"{'type': 'Point', 'coordinates': [-121.955879, 37.270518]}"
2298,Santa Clara,37.3694441,-121.9662996,Asoka,hardware,35,2001,"{'type': 'Point', 'coordinates': [-121.9662996, 37.3694441]}"
2299,Toronto,43.6491109,-79.3780255,TalentEgg,web,3,2008,"{'type': 'Point', 'coordinates': [-79.3780255, 43.6491109]}"
2300,Montreal,45.4928591,-73.5825418,Twtapps,web,1,2009,"{'type': 'Point', 'coordinates': [-73.5825418, 45.4928591]}"
2301,Berlin,52.5123372,13.3936665,Kaeuferportal,enterprise,21,2008,"{'type': 'Point', 'coordinates': [13.3936665, 52.5123372]}"
2302,Atlanta,33.8883991,-84.3784294,Sturvs,search,7,2007,"{'type': 'Point', 'coordinates': [-84.3784294, 33.8883991]}"
2303,San Francisco,37.7905538,-122.4041485,Heyzap,games_video,,2009,"{'type': 'Point', 'coordinates': [-122.4041485, 37.7905538]}"
2304,London,51.5359008,-0.2055081,Filmed Media,games_video,10,2008,"{'type': 'Point', 'coordinates': [-0.2055081, 51.5359008]}"
2305,Los Angeles,34.049246,-118.395346,Trustworthy,web,5,2008,"{'type': 'Point', 'coordinates': [-118.395346, 34.049246]}"
2306,Seattle,47.6600087,-122.3425575,Fremont Forward,other,,2007,"{'type': 'Point', 'coordinates': [-122.3425575, 47.6600087]}"
2307,London,51.5001524,-0.1262362,People for Earth,other,,2008,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}"
2308,New York,40.763498,-73.9639021,MBV,other,2,2008,"{'type': 'Point', 'coordinates': [-73.9639021, 40.763498]}"
2309,San Francisco,37.437328,-122.159928,Tripbase,web,10,2005,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}"
2310,London,51.7577453,-1.2186724,Spoonfed,games_video,16,2006,"{'type': 'Point', 'coordinates': [-1.2186724, 51.7577453]}"
2311,New York,40.762897,-73.974714,Rhxo Technology Group,software,35,2004,"{'type': 'Point', 'coordinates': [-73.974714, 40.762897]}"
2312,,-33.916323,151.210048,Beyond NG,software,2,2007,"{'type': 'Point', 'coordinates': [151.210048, -33.916323]}"
2313,San Francisco,37.785271,-122.397582,Meez,hardware,21,2009,"{'type': 'Point', 'coordinates': [-122.397582, 37.785271]}"
2314,Atlanta,33.754487,-84.389663,Feedscrub,web,3,2008,"{'type': 'Point', 'coordinates': [-84.389663, 33.754487]}"
2315,London,51.5186196,-0.166813,estatecreate,public_relations,,2008,"{'type': 'Point', 'coordinates': [-0.166813, 51.5186196]}"
2316,Madrid,40.4380872,-3.6760635,Entropy Computational Services,games_video,5,2007,"{'type': 'Point', 'coordinates': [-3.6760635, 40.4380872]}"
2317,Los Angeles,34.0431973,-118.445584,KlickSports,mobile,20,2006,"{'type': 'Point', 'coordinates': [-118.445584, 34.0431973]}"
2318,New York,40.752539,-73.987871,PEX Card,software,11,2007,"{'type': 'Point', 'coordinates': [-73.987871, 40.752539]}"
2319,New York,40.7438356,-73.9890149,Ticketpredator,web,,2008,"{'type': 'Point', 'coordinates': [-73.9890149, 40.7438356]}"
2320,Barcelona,41.3806494,2.1687187,Intergrid,network_hosting,5,2008,"{'type': 'Point', 'coordinates': [2.1687187, 41.3806494]}"
2321,San Jose,37.396586,-121.928619,4Blox,software,,2006,"{'type': 'Point', 'coordinates': [-121.928619, 37.396586]}"
2322,San Francisco,37.775196,-122.419204,Universal Curve,consulting,,2006,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
2323,Chicago,41.878984,-87.637,Open Kernel Labs,software,,2006,"{'type': 'Point', 'coordinates': [-87.637, 41.878984]}"
2324,San Jose,37.32136,-122.014616,Xangati,software,,2006,"{'type': 'Point', 'coordinates': [-122.014616, 37.32136]}"
2325,Chicago,41.886511,-87.626777,Blueprint Design Studio,public_relations,10,2006,"{'type': 'Point', 'coordinates': [-87.626777, 41.886511]}"
2326,London,51.4993689,-0.1364327,WeDoCreative,consulting,8,2006,"{'type': 'Point', 'coordinates': [-0.1364327, 51.4993689]}"
2327,Sunnyvale,37.3492097,-122.0326019,OutlookCloud,software,10,2008,"{'type': 'Point', 'coordinates': [-122.0326019, 37.3492097]}"
2328,Sydney,-33.862686,151.20971,Vquence,advertising,5,2006,"{'type': 'Point', 'coordinates': [151.20971, -33.862686]}"
2329,San Diego,32.940318,-117.113212,Extreme Planner,software,,2004,"{'type': 'Point', 'coordinates': [-117.113212, 32.940318]}"
2330,Sunnyvale,37.5374322,-122.3262074,Untangle,software,16,2003,"{'type': 'Point', 'coordinates': [-122.3262074, 37.5374322]}"
2331,Austin,30.396276,-97.732769,UpSpring,web,,2005,"{'type': 'Point', 'coordinates': [-97.732769, 30.396276]}"
2332,Sunnyvale,37.384206,-121.992805,Corefino,software,,2004,"{'type': 'Point', 'coordinates': [-121.992805, 37.384206]}"
2333,Munich,48.1348874,11.5975922,FutureScape International,consulting,,2006,"{'type': 'Point', 'coordinates': [11.5975922, 48.1348874]}"
2334,New York,40.720331,-74.001487,Saffron Brand Consultants,advertising,80,2001,"{'type': 'Point', 'coordinates': [-74.001487, 40.720331]}"
2335,Singapore,1.290801,103.7807403,Zopim,ecommerce,40,2008,"{'type': 'Point', 'coordinates': [103.7807403, 1.290801]}"
2336,Sunnyvale,37.384239,-122.012475,LiveRSVP,enterprise,10,2008,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}"
2337,Santa Monica,34.0163969,-118.4969939,Independent Comedy Network,games_video,,2007,"{'type': 'Point', 'coordinates': [-118.4969939, 34.0163969]}"
2338,Santa Clara,37.3767076,-121.997483,Power Analog Microelectronics,hardware,,2004,"{'type': 'Point', 'coordinates': [-121.997483, 37.3767076]}"
2339,Sunnyvale,37.3868616,-121.9917771,NoiseFree,software,,2005,"{'type': 'Point', 'coordinates': [-121.9917771, 37.3868616]}"
2340,San Jose,37.261986,-121.784279,Shocking Technologies,hardware,,2006,"{'type': 'Point', 'coordinates': [-121.784279, 37.261986]}"
2341,San Mateo,37.560236,-122.286752,Fund Mojo,web,2,2008,"{'type': 'Point', 'coordinates': [-122.286752, 37.560236]}"
2342,Sunnyvale,37.377787,-122.029217,Mobius Microsystems,hardware,,2004,"{'type': 'Point', 'coordinates': [-122.029217, 37.377787]}"
2343,New York,40.7642348,-73.971697,Hello Travel,ecommerce,1000,2008,"{'type': 'Point', 'coordinates': [-73.971697, 40.7642348]}"
2344,Santa Clara,37.370056,-121.973157,FastScaleTechnology,software,,2006,"{'type': 'Point', 'coordinates': [-121.973157, 37.370056]}"
2345,San Francisco,37.7884349,-122.4038185,/community,enterprise,,2008,"{'type': 'Point', 'coordinates': [-122.4038185, 37.7884349]}"
2346,Washington,38.9169394,-77.0852258,GrouperEye,web,3,2009,"{'type': 'Point', 'coordinates': [-77.0852258, 38.9169394]}"
2347,Berlin,52.4943074,13.434474,Escapio,other,30,2004,"{'type': 'Point', 'coordinates': [13.434474, 52.4943074]}"
2348,London,51.5123833,-0.1158832,Emoshape,software,10,2007,"{'type': 'Point', 'coordinates': [-0.1158832, 51.5123833]}"
2349,New York,40.74724,-73.973243,Transit Treasure,advertising,1,2008,"{'type': 'Point', 'coordinates': [-73.973243, 40.74724]}"
2350,Mountain View,37.401951,-122.053791,ReflexPhotonics,hardware,,2002,"{'type': 'Point', 'coordinates': [-122.053791, 37.401951]}"
2351,Chicago,41.87743,-87.666193,TimeXchange,ecommerce,6,2004,"{'type': 'Point', 'coordinates': [-87.666193, 41.87743]}"
2352,San Francisco,37.7911371,-122.3973539,Glu Mobile,mobile,,2001,"{'type': 'Point', 'coordinates': [-122.3973539, 37.7911371]}"
2353,New York,40.740512,-73.987794,Comixology,games_video,,2007,"{'type': 'Point', 'coordinates': [-73.987794, 40.740512]}"
2354,Santa Clara,37.3821368,-121.970505,Woven Systems,network_hosting,,2003,"{'type': 'Point', 'coordinates': [-121.970505, 37.3821368]}"
2355,Mountain View,37.417485,-122.075789,Apprion,mobile,,2004,"{'type': 'Point', 'coordinates': [-122.075789, 37.417485]}"
2356,San Jose,37.317649,-121.948532,MyFolio,network_hosting,,2009,"{'type': 'Point', 'coordinates': [-121.948532, 37.317649]}"
2357,Philadelphia,39.949433,-75.168399,Heavy Bubble,advertising,2,2008,"{'type': 'Point', 'coordinates': [-75.168399, 39.949433]}"
2358,New York,40.6599808,-73.9948358,Hyperpot,search,5,2008,"{'type': 'Point', 'coordinates': [-73.9948358, 40.6599808]}"
2359,Santa Clara,37.3889943,-121.9643745,Onista,public_relations,3,2008,"{'type': 'Point', 'coordinates': [-121.9643745, 37.3889943]}"
2360,Seattle,47.5405059,-122.3045438,Teen Togs,other,2,2008,"{'type': 'Point', 'coordinates': [-122.3045438, 47.5405059]}"
2361,Palo Alto,37.42583,-122.123092,MessageCast,web,,2002,"{'type': 'Point', 'coordinates': [-122.123092, 37.42583]}"
2362,Chicago,41.885408,-87.625677,midVentures,web,10,2008,"{'type': 'Point', 'coordinates': [-87.625677, 41.885408]}"
2363,Munich,48.1210729,11.5853709,Digital Bloom,ecommerce,5,2008,"{'type': 'Point', 'coordinates': [11.5853709, 48.1210729]}"
2364,New York,40.718177,-74.004602,Digital Bloom,ecommerce,5,2008,"{'type': 'Point', 'coordinates': [-74.004602, 40.718177]}"
2365,San Jose,37.367838,-121.915594,Quantum Secure,software,160,2004,"{'type': 'Point', 'coordinates': [-121.915594, 37.367838]}"
2366,Chicago,41.951198,-87.649563,doejo,software,9,2007,"{'type': 'Point', 'coordinates': [-87.649563, 41.951198]}"
2367,San Mateo,37.555962,-122.288006,M-Factor,software,,2003,"{'type': 'Point', 'coordinates': [-122.288006, 37.555962]}"
2368,New York,40.7429533,-73.9844611,TRAFFIQ,advertising,39,2006,"{'type': 'Point', 'coordinates': [-73.9844611, 40.7429533]}"
2369,Santa Clara,37.404044,-121.978956,MiNOWireless,software,,2004,"{'type': 'Point', 'coordinates': [-121.978956, 37.404044]}"
2370,Los Angeles,34.052187,-118.243425,Link Gateway,advertising,3,2008,"{'type': 'Point', 'coordinates': [-118.243425, 34.052187]}"
2371,Boston,42.3552011,-71.0542339,Pistachio Consulting,consulting,1,2008,"{'type': 'Point', 'coordinates': [-71.0542339, 42.3552011]}"
2372,San Diego,32.899333,-117.194815,Staccato Communications,mobile,,2002,"{'type': 'Point', 'coordinates': [-117.194815, 32.899333]}"
2373,Redwood City,37.553121,-122.301534,LucidWorks,analytics,,2007,"{'type': 'Point', 'coordinates': [-122.301534, 37.553121]}"
2374,San Jose,37.317735,-121.949417,Talari Networks,enterprise,60,2009,"{'type': 'Point', 'coordinates': [-121.949417, 37.317735]}"
2375,Mountain View,37.3955775,-122.0833286,Carrier IQ,mobile,,2005,"{'type': 'Point', 'coordinates': [-122.0833286, 37.3955775]}"
2376,Madrid,40.4346935,-3.6782829,Gennio,web,18,2005,"{'type': 'Point', 'coordinates': [-3.6782829, 40.4346935]}"
2377,Sunnyvale,37.395335,-122.102339,Marble Security,security,,2005,"{'type': 'Point', 'coordinates': [-122.102339, 37.395335]}"
2378,San Francisco,37.7934643,-122.3979712,CodeGlide,software,10,2007,"{'type': 'Point', 'coordinates': [-122.3979712, 37.7934643]}"
2379,Seattle,47.6026054,-122.2848651,Hidden City Games,other,,2004,"{'type': 'Point', 'coordinates': [-122.2848651, 47.6026054]}"
2380,Toronto,43.670233,-79.386755,AdsTamil,advertising,10,2005,"{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}"
2381,San Francisco,37.788796,-122.40971,KODA,web,15,2008,"{'type': 'Point', 'coordinates': [-122.40971, 37.788796]}"
2382,Sunnyvale,37.3938849,-122.0333152,Neoconix,hardware,,2003,"{'type': 'Point', 'coordinates': [-122.0333152, 37.3938849]}"
2383,Scottsdale,33.5427783,-111.9061041,Alternative Web Media,ecommerce,,2008,"{'type': 'Point', 'coordinates': [-111.9061041, 33.5427783]}"
2384,Los Angeles,34.146503,-118.613385,TechForward,hardware,,2005,"{'type': 'Point', 'coordinates': [-118.613385, 34.146503]}"
2385,San Francisco,37.795141,-122.401194,Visage Mobile,enterprise,51,2001,"{'type': 'Point', 'coordinates': [-122.401194, 37.795141]}"
2386,Seattle,47.6075374,-122.3403478,OnRequest Images,software,,2002,"{'type': 'Point', 'coordinates': [-122.3403478, 47.6075374]}"
2387,New York,40.7464969,-74.0094471,Jobulous,web,6,2008,"{'type': 'Point', 'coordinates': [-74.0094471, 40.7464969]}"
2388,Boston,42.35892,-71.05781,Jobulous,web,6,2008,"{'type': 'Point', 'coordinates': [-71.05781, 42.35892]}"
2389,,37.4145294,-122.1425934,HotPrints,network_hosting,7,2008,"{'type': 'Point', 'coordinates': [-122.1425934, 37.4145294]}"
2390,Boston,42.354257,-71.056605,WordStream,advertising,90,2007,"{'type': 'Point', 'coordinates': [-71.056605, 42.354257]}"
2391,San Francisco,37.7581148,-122.4184108,ClerkDogs,other,35,2007,"{'type': 'Point', 'coordinates': [-122.4184108, 37.7581148]}"
2392,Toronto,43.670233,-79.386755,Wisevid,games_video,10,2008,"{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}"
2393,Austin,30.35504,-97.801083,Conformity,enterprise,20,2007,"{'type': 'Point', 'coordinates': [-97.801083, 30.35504]}"
2394,Sunnyvale,37.393245,-122.039529,Litepoint,mobile,,2001,"{'type': 'Point', 'coordinates': [-122.039529, 37.393245]}"
2395,Paris,48.8790183,2.3379063,VirtuOz,enterprise,,2002,"{'type': 'Point', 'coordinates': [2.3379063, 48.8790183]}"
2396,,37.552104,-121.9780378,Mobifusion,mobile,51,2006,"{'type': 'Point', 'coordinates': [-121.9780378, 37.552104]}"
2397,London,51.514653,-0.1253299,Civolution,security,,2008,"{'type': 'Point', 'coordinates': [-0.1253299, 51.514653]}"
2398,New York,40.7510131,-74.0061454,Civolution,security,,2008,"{'type': 'Point', 'coordinates': [-74.0061454, 40.7510131]}"
2399,Madrid,40.6070897,-3.6912754,Zankyou,web,15,2008,"{'type': 'Point', 'coordinates': [-3.6912754, 40.6070897]}"
2400,London,51.5196135,-0.1020265,Shutl,ecommerce,10,2009,"{'type': 'Point', 'coordinates': [-0.1020265, 51.5196135]}"
2401,Seattle,47.611827,-122.331308,Medio,software,90,2004,"{'type': 'Point', 'coordinates': [-122.331308, 47.611827]}"
2402,San Francisco,38.88521,-76.998641,Socialize,mobile,10,2008,"{'type': 'Point', 'coordinates': [-76.998641, 38.88521]}"
2403,Bangalore,12.971606,77.594376,Apartment Adda,other,2,2008,"{'type': 'Point', 'coordinates': [77.594376, 12.971606]}"
2404,Chicago,41.8879192,-87.6354206,Sittercity,web,,2001,"{'type': 'Point', 'coordinates': [-87.6354206, 41.8879192]}"
2405,Palo Alto,37.437328,-122.159928,Gecko Audio,software,,2006,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}"
2406,Chicago,41.8964988,-87.6436218,Manifest Digital,consulting,,2001,"{'type': 'Point', 'coordinates': [-87.6436218, 41.8964988]}"
2407,New York,40.756054,-73.986951,The Talk Market,ecommerce,,2007,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}"
2408,New York City,40.727763,-73.976169,Music For Busy People,games_video,3,2009,"{'type': 'Point', 'coordinates': [-73.976169, 40.727763]}"
2409,London,51.503753,-0.0965536,Masabi,mobile,,2001,"{'type': 'Point', 'coordinates': [-0.0965536, 51.503753]}"
2410,Paris,48.8722501,2.3283343,Casabi,mobile,,2004,"{'type': 'Point', 'coordinates': [2.3283343, 48.8722501]}"
2411,Paris,48.8880862,2.3210845,Lokad,enterprise,11,2008,"{'type': 'Point', 'coordinates': [2.3210845, 48.8880862]}"
2412,San Jose,37.3218356,-121.9478049,AdventureDrop,web,6,2008,"{'type': 'Point', 'coordinates': [-121.9478049, 37.3218356]}"
2413,Bellevue,47.6115873,-122.1961785,Alerts,public_relations,5,2007,"{'type': 'Point', 'coordinates': [-122.1961785, 47.6115873]}"
2414,San Mateo,37.555773,-122.27977,Space-Time Insight,software,,2007,"{'type': 'Point', 'coordinates': [-122.27977, 37.555773]}"
2415,New York,40.7166829,-74.0163992,MediaMall Technologies,software,7,2003,"{'type': 'Point', 'coordinates': [-74.0163992, 40.7166829]}"
2416,London,51.4918635,-0.1886272,AfterWorkDeals,mobile,1,2008,"{'type': 'Point', 'coordinates': [-0.1886272, 51.4918635]}"
2417,New York,40.7707439,-73.9569115,Executive Intermediary,other,2,2007,"{'type': 'Point', 'coordinates': [-73.9569115, 40.7707439]}"
2418,Toronto,43.7877308,-79.4677629,Tigersites,network_hosting,5,2008,"{'type': 'Point', 'coordinates': [-79.4677629, 43.7877308]}"
2419,Toronto,43.6422601,-79.3748894,Shop N Chill,ecommerce,12,2008,"{'type': 'Point', 'coordinates': [-79.3748894, 43.6422601]}"
2420,Menlo Park,37.4239496,-122.1011815,Delphix,software,,2008,"{'type': 'Point', 'coordinates': [-122.1011815, 37.4239496]}"
2421,London,51.5001524,-0.1262362,Rassami,consulting,,2003,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}"
2422,Portland,45.5251,-122.8097,Zapproved,software,27,2008,"{'type': 'Point', 'coordinates': [-122.8097, 45.5251]}"
2423,San Francisco,37.775196,-122.419204,Sensor Analytics,software,,2006,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
2424,Los Angeles,33.978825,-118.394889,ABCO TECHNOLOGY,consulting,25,2001,"{'type': 'Point', 'coordinates': [-118.394889, 33.978825]}"
2425,New York,40.7143528,-74.0059731,Backbase,software,80,2003,"{'type': 'Point', 'coordinates': [-74.0059731, 40.7143528]}"
2426,Amsterdam,52.3710179,4.9277799,Backbase,software,80,2003,"{'type': 'Point', 'coordinates': [4.9277799, 52.3710179]}"
2427,London,51.5001524,-0.1262362,VouChaCha,mobile,15,2009,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}"
2428,San Jose,37.3108702,-121.950142,Lamingo,web,15,2004,"{'type': 'Point', 'coordinates': [-121.950142, 37.3108702]}"
2429,San Mateo,37.400465,-122.073003,Plastic Jungle,ecommerce,22,2006,"{'type': 'Point', 'coordinates': [-122.073003, 37.400465]}"
2430,Austin,30.408322,-97.748077,7 Billion People,software,,2006,"{'type': 'Point', 'coordinates': [-97.748077, 30.408322]}"
2431,Mountain View,37.3785351,-122.086585,Filmmortal,advertising,4,2008,"{'type': 'Point', 'coordinates': [-122.086585, 37.3785351]}"
2432,Mountain View,37.287285,-121.942932,Outright,enterprise,20,2008,"{'type': 'Point', 'coordinates': [-121.942932, 37.287285]}"
2433,New York,40.7143,-74.0067,Tigerbow,ecommerce,,2007,"{'type': 'Point', 'coordinates': [-74.0067, 40.7143]}"
2434,Madrid,40.4328978,-3.6496952,Ohlala! Mobile,mobile,,2008,"{'type': 'Point', 'coordinates': [-3.6496952, 40.4328978]}"
2435,San Francisco,37.792968,-122.40414,MediaMelon,software,,2008,"{'type': 'Point', 'coordinates': [-122.40414, 37.792968]}"
2436,Amsterdam,52.3722556,4.8864897,Mapplr,software,2,2008,"{'type': 'Point', 'coordinates': [4.8864897, 52.3722556]}"
2437,San Francisco,37.7870841,-122.4010675,Eightfold Logic,advertising,,2006,"{'type': 'Point', 'coordinates': [-122.4010675, 37.7870841]}"
2438,San Francisco,37.758104,-122.410304,Headline Shirts,other,,2004,"{'type': 'Point', 'coordinates': [-122.410304, 37.758104]}"
2439,Scottsdale,33.6220214,-111.8750635,Unique Blog Designs,advertising,3,2007,"{'type': 'Point', 'coordinates': [-111.8750635, 33.6220214]}"
2440,Seattle,47.620973,-122.347276,FrugalMechanic,ecommerce,,2008,"{'type': 'Point', 'coordinates': [-122.347276, 47.620973]}"
2441,Chicago,41.878984,-87.637,DigitalArmm,advertising,5,2007,"{'type': 'Point', 'coordinates': [-87.637, 41.878984]}"
2442,Santa Monica,34.0324612,-118.4818277,Veebox,web,3,2008,"{'type': 'Point', 'coordinates': [-118.4818277, 34.0324612]}"
2443,Seattle,47.5992095,-122.3343564,SlideME,mobile,,2008,"{'type': 'Point', 'coordinates': [-122.3343564, 47.5992095]}"
2444,London,51.519772,-0.1597092,Neutron Creations,consulting,2,2008,"{'type': 'Point', 'coordinates': [-0.1597092, 51.519772]}"
2445,New York,40.7495594,-73.9916617,CollegeClickTV,games_video,,2008,"{'type': 'Point', 'coordinates': [-73.9916617, 40.7495594]}"
2446,London,51.6214201,-0.2547278,LaunchMind,web,3,2009,"{'type': 'Point', 'coordinates': [-0.2547278, 51.6214201]}"
2447,Berlin,51.4523335,7.3554365,studdex,web,10,2008,"{'type': 'Point', 'coordinates': [7.3554365, 51.4523335]}"
2448,Bangalore,12.9211588,77.5557097,Babajob,web,20,2007,"{'type': 'Point', 'coordinates': [77.5557097, 12.9211588]}"
2449,San Mateo,37.537542,-122.327609,Bizanga,security,,2003,"{'type': 'Point', 'coordinates': [-122.327609, 37.537542]}"
2450,New York,40.4035437,-74.5081114,Wire2Air,mobile,25,2002,"{'type': 'Point', 'coordinates': [-74.5081114, 40.4035437]}"
2451,Menlo Park,37.4513629,-122.1842112,Transifex,software,12,2009,"{'type': 'Point', 'coordinates': [-122.1842112, 37.4513629]}"
2452,Austin,38.9825332,-77.093279,EyeBuyDirect,ecommerce,200,2005,"{'type': 'Point', 'coordinates': [-77.093279, 38.9825332]}"
2453,New York City,40.733201,-73.991535,HItviews,advertising,12,2007,"{'type': 'Point', 'coordinates': [-73.991535, 40.733201]}"
2454,Palo Alto,37.4441726,-122.1632941,iCelebrate,web,3,2008,"{'type': 'Point', 'coordinates': [-122.1632941, 37.4441726]}"
2455,Palo Alto,37.4233698,-122.0986859,Punch Entertainment,software,60,2005,"{'type': 'Point', 'coordinates': [-122.0986859, 37.4233698]}"
2456,Toronto,43.6366465,-79.4264794,Hireglyphics,software,7,2008,"{'type': 'Point', 'coordinates': [-79.4264794, 43.6366465]}"
2457,Munich,48.1432705,11.4737468,MegaZebra,games_video,,2008,"{'type': 'Point', 'coordinates': [11.4737468, 48.1432705]}"
2458,New York,40.74727,-73.9800645,Portero,ecommerce,,2004,"{'type': 'Point', 'coordinates': [-73.9800645, 40.74727]}"
2459,Washington,38.902765,-77.037942,Remindo,enterprise,8,2008,"{'type': 'Point', 'coordinates': [-77.037942, 38.902765]}"
2460,Mountain View,37.388077,-122.08316,YOUnite,web,2,2006,"{'type': 'Point', 'coordinates': [-122.08316, 37.388077]}"
2461,San Francisco,37.7440202,-122.4219405,Jobnob,search,,2008,"{'type': 'Point', 'coordinates': [-122.4219405, 37.7440202]}"
2462,Seattle,47.544341,-122.334732,Skytap,enterprise,200,2006,"{'type': 'Point', 'coordinates': [-122.334732, 47.544341]}"
2463,Mountain View,37.3998333,-122.0465447,Luminate,advertising,,2008,"{'type': 'Point', 'coordinates': [-122.0465447, 37.3998333]}"
2464,Los Angeles,34.0760614,-118.3729534,Blip'd,games_video,2,2007,"{'type': 'Point', 'coordinates': [-118.3729534, 34.0760614]}"
2465,Bangalore,12.971606,77.594376,BASH Gaming,games_video,25,2010,"{'type': 'Point', 'coordinates': [77.594376, 12.971606]}"
2466,New York,40.752672,-73.97593,Major League Gaming,games_video,45,2002,"{'type': 'Point', 'coordinates': [-73.97593, 40.752672]}"
2467,San Francisco,37.7968492,-122.457623,3Degrees,cleantech,52,2007,"{'type': 'Point', 'coordinates': [-122.457623, 37.7968492]}"
2468,San Diego,32.744551,-117.12978,Artistic Hub,other,10,2008,"{'type': 'Point', 'coordinates': [-117.12978, 32.744551]}"
2469,Berlin,52.5295917,13.384349,servtag,mobile,12,2007,"{'type': 'Point', 'coordinates': [13.384349, 52.5295917]}"
2470,Scottsdale,33.625165,-111.887853,DataPreserve,web,10,2004,"{'type': 'Point', 'coordinates': [-111.887853, 33.625165]}"
2471,Palo Alto,37.443,-122.159291,Purebred Network,web,3,2008,"{'type': 'Point', 'coordinates': [-122.159291, 37.443]}"
2472,,60.1659819,24.9438568,Dodreams,games_video,6,2008,"{'type': 'Point', 'coordinates': [24.9438568, 60.1659819]}"
2473,London,51.5178123,-0.11796,FreshNetworks,software,12,2007,"{'type': 'Point', 'coordinates': [-0.11796, 51.5178123]}"
2474,New York,40.7297485,-73.9867361,SwitchGames,games_video,3,2008,"{'type': 'Point', 'coordinates': [-73.9867361, 40.7297485]}"
2475,San Francisco,37.775196,-122.419204,Startup Revival,public_relations,1,2009,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
2476,San Diego,32.718834,-117.163841,Intercasting,mobile,,2004,"{'type': 'Point', 'coordinates': [-117.163841, 32.718834]}"
2477,Seattle,47.676762,-122.2049192,L4 Mobile,mobile,25,2008,"{'type': 'Point', 'coordinates': [-122.2049192, 47.676762]}"
2478,San Jose,37.3058458,-121.755045,Hitachi GST,enterprise,,2003,"{'type': 'Point', 'coordinates': [-121.755045, 37.3058458]}"
2479,Chicago,41.879535,-87.624333,Coupon Tweet,web,12,2008,"{'type': 'Point', 'coordinates': [-87.624333, 41.879535]}"
2480,Scottsdale,33.487056,-111.909805,CitySpur,public_relations,17,2009,"{'type': 'Point', 'coordinates': [-111.909805, 33.487056]}"
2481,San Francisco,37.775196,-122.419204,Fliggo,games_video,2,2012,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
2482,New York,40.723714,-73.9964376,Undercurrent,other,18,2007,"{'type': 'Point', 'coordinates': [-73.9964376, 40.723714]}"
2483,Bangalore,13.0056401,77.5655466,Soliton Technologies,enterprise,26,2004,"{'type': 'Point', 'coordinates': [77.5655466, 13.0056401]}"
2484,San Francisco,37.7753,-122.4186,Diomede Storage,cleantech,,2008,"{'type': 'Point', 'coordinates': [-122.4186, 37.7753]}"
2485,San Francisco,37.786317,-122.422503,Meedan,search,20,2007,"{'type': 'Point', 'coordinates': [-122.422503, 37.786317]}"
2486,Atlanta,33.909439,-84.44041,LoopFuse,enterprise,,2007,"{'type': 'Point', 'coordinates': [-84.44041, 33.909439]}"
2487,Munich,52.5375697,13.3740493,SocialCom,ecommerce,5,2008,"{'type': 'Point', 'coordinates': [13.3740493, 52.5375697]}"
2488,San Francisco,37.793473,-122.402667,Cloudize,enterprise,3,2008,"{'type': 'Point', 'coordinates': [-122.402667, 37.793473]}"
2489,Boston,42.35892,-71.05781,OySite,other,10,2008,"{'type': 'Point', 'coordinates': [-71.05781, 42.35892]}"
2490,Toronto,43.670233,-79.386755,OySite,other,10,2008,"{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}"
2491,London,51.5232255,-0.1010535,Concrete,software,10,2003,"{'type': 'Point', 'coordinates': [-0.1010535, 51.5232255]}"
2492,Chicago,41.877475,-87.634123,nLayer Communications,network_hosting,,2002,"{'type': 'Point', 'coordinates': [-87.634123, 41.877475]}"
2493,Chicago,41.919481,-87.673995,homeValence,public_relations,5,2006,"{'type': 'Point', 'coordinates': [-87.673995, 41.919481]}"
2494,New York,40.715145,-74.005897,Solidea,other,50,2006,"{'type': 'Point', 'coordinates': [-74.005897, 40.715145]}"
