,_id,category_code,founded_year,geojson,latitude,longitude,name,number_of_employees,total_money_raised,empresas_cerca
3614,5cd45d120c24ecd1b9ca2f86,other,2003,"{'type': 'Point', 'coordinates': [-122.3942549, 37.7824672]}",37.7824672,-122.3942549,ContinuumGlobal,100,$0,32
3566,5cd45d120c24ecd1b9ca2f56,mobile,2008,"{'type': 'Point', 'coordinates': [-122.392343, 37.779868]}",37.779868,-122.392343,ArcTouch,45,$0,32
28,5cd45d120c24ecd1b9ca2184,games_video,2006,"{'type': 'Point', 'coordinates': [-122.393913, 37.780716]}",37.780716,-122.393913,CastTV,0,$3.1M,32
889,5cd45d120c24ecd1b9ca24e1,network_hosting,2006,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",40.757929,-73.985506,MyBloop,7,$0,32
144,5cd45d120c24ecd1b9ca21f8,games_video,2008,"{'type': 'Point', 'coordinates': [-122.393229, 37.781265]}",37.781265,-122.393229,Crunchyroll,50,$4.8M,32
138,5cd45d120c24ecd1b9ca21f2,network_hosting,2002,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",40.757929,-73.985506,Fotolog,40,$4M,32
157,5cd45d120c24ecd1b9ca2205,search,2012,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",40.757929,-73.985506,PeekYou,20,$1.83M,32
3300,5cd45d120c24ecd1b9ca2e4c,finance,2008,"{'type': 'Point', 'coordinates': [-122.391686, 37.778551]}",37.778551,-122.391686,Home-Account,10,$1M,32
1041,5cd45d120c24ecd1b9ca2579,software,2008,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",40.757929,-73.985506,Pinch Media,6,$560k,32
151,5cd45d120c24ecd1b9ca21ff,music,2003,"{'type': 'Point', 'coordinates': [-122.391236, 37.779624]}",37.779624,-122.391236,imeem,55,$24.8M,32
1735,5cd45d120c24ecd1b9ca282f,advertising,2007,"{'type': 'Point', 'coordinates': [-73.991123, 40.753931]}",40.753931,-73.991123,AdSide,14,$0,31
1179,5cd45d120c24ecd1b9ca2603,web,2007,"{'type': 'Point', 'coordinates': [-73.993274, 40.743563]}",40.743563,-73.993274,Lolz,10,$0,31
1962,5cd45d120c24ecd1b9ca2912,advertising,2007,"{'type': 'Point', 'coordinates': [-73.991123, 40.753931]}",40.753931,-73.991123,AdSide,14,$0,31
35,5cd45d120c24ecd1b9ca218b,enterprise,2004,"{'type': 'Point', 'coordinates': [-73.9843328, 40.7516611]}",40.7516611,-73.9843328,KickApps,72,$32M,31
105,5cd45d120c24ecd1b9ca21d1,network_hosting,2000,"{'type': 'Point', 'coordinates': [-73.990004, 40.740251]}",40.740251,-73.990004,SelectMinds,55,$5.5M,31
43,5cd45d120c24ecd1b9ca2193,web,2006,"{'type': 'Point', 'coordinates': [-122.39071, 37.779507]}",37.779507,-122.39071,Eventbrite,200,$140M,31
1082,5cd45d120c24ecd1b9ca25a2,public_relations,2008,"{'type': 'Point', 'coordinates': [-73.991512, 40.753877]}",40.753877,-73.991512,Ladies Who Launch,12,$0,31
2518,5cd45d120c24ecd1b9ca2b3e,mobile,2008,"{'type': 'Point', 'coordinates': [-73.990033, 40.745534]}",40.745534,-73.990033,CyberSynchs,100,$0,31
1024,5cd45d120c24ecd1b9ca2568,security,2001,"{'type': 'Point', 'coordinates': [-122.39071, 37.779507]}",37.779507,-122.39071,Cloudmark,100,$38.5M,31
277,5cd45d120c24ecd1b9ca227d,advertising,2005,"{'type': 'Point', 'coordinates': [-73.9918126, 40.742459]}",40.742459,-73.9918126,Yodle,1000,$40M,31
1847,5cd45d120c24ecd1b9ca289f,analytics,2006,"{'type': 'Point', 'coordinates': [-122.400346, 37.796843]}",37.796843,-122.400346,Demandbase,80,$33M,30
3899,5cd45d120c24ecd1b9ca30a3,news,2005,"{'type': 'Point', 'coordinates': [-73.9867417, 40.7401544]}",40.7401544,-73.9867417,Mashable,100,$13.3M,30
1488,5cd45d120c24ecd1b9ca2738,web,2007,"{'type': 'Point', 'coordinates': [-73.993182, 40.741179]}",40.741179,-73.993182,Hunch,23,$19.2M,30
1761,5cd45d120c24ecd1b9ca2849,web,2008,"{'type': 'Point', 'coordinates': [-73.990024, 40.739867]}",40.739867,-73.990024,YellowSpaces,1,$0,30
1534,5cd45d120c24ecd1b9ca2766,web,2008,"{'type': 'Point', 'coordinates': [-73.990024, 40.739867]}",40.739867,-73.990024,YellowSpaces,1,$0,30
1620,5cd45d120c24ecd1b9ca27bc,analytics,2006,"{'type': 'Point', 'coordinates': [-122.400346, 37.796843]}",37.796843,-122.400346,Demandbase,80,$33M,30
2173,5cd45d120c24ecd1b9ca29e5,software,2008,"{'type': 'Point', 'coordinates': [-73.992609, 40.740941]}",40.740941,-73.992609,Buzzr,5,$0,30
2934,5cd45d120c24ecd1b9ca2cde,advertising,2006,"{'type': 'Point', 'coordinates': [-73.9844611, 40.7429533]}",40.7429533,-73.9844611,TRAFFIQ,39,$18M,29
842,5cd45d120c24ecd1b9ca24b2,network_hosting,2006,"{'type': 'Point', 'coordinates': [-73.992152, 40.754698]}",40.754698,-73.992152,Zoomabet,13,$0,29
1119,5cd45d120c24ecd1b9ca25c7,mobile,2008,"{'type': 'Point', 'coordinates': [-122.161018, 37.444332]}",37.444332,-122.161018,Tapulous,15,$2.8M,29
2142,5cd45d120c24ecd1b9ca29c6,software,2005,"{'type': 'Point', 'coordinates': [-122.161287, 37.444098]}",37.444098,-122.161287,Nexenta Systems,200,$49.9M,29
1146,5cd45d120c24ecd1b9ca25e2,web,2011,"{'type': 'Point', 'coordinates': [-122.1612868, 37.4440981]}",37.4440981,-122.1612868,Ziippi,6,$0,29
3584,5cd45d120c24ecd1b9ca2f68,public_relations,2004,"{'type': 'Point', 'coordinates': [-73.9907472, 40.73998]}",40.73998,-73.9907472,Breakaway Communications,20,$0,29
2099,5cd45d120c24ecd1b9ca299b,search,2006,"{'type': 'Point', 'coordinates': [-122.161284, 37.445739]}",37.445739,-122.161284,Whole Travel,6,$0,28
167,5cd45d120c24ecd1b9ca220f,travel,2006,"{'type': 'Point', 'coordinates': [-122.161247, 37.445714]}",37.445714,-122.161247,GlobalMotion,0,$1M,28
457,5cd45d120c24ecd1b9ca2331,web,2007,"{'type': 'Point', 'coordinates': [-73.9934288, 40.7431477]}",40.7431477,-73.9934288,8coupons,4,$0,28
2184,5cd45d120c24ecd1b9ca29f0,games_video,2006,"{'type': 'Point', 'coordinates': [-122.395785, 37.77772]}",37.77772,-122.395785,GotGame,15,$1M,28
757,5cd45d120c24ecd1b9ca245d,enterprise,2008,"{'type': 'Point', 'coordinates': [-73.98459, 40.759243]}",40.759243,-73.98459,Salesconx,15,$1.3M,28
224,5cd45d120c24ecd1b9ca2248,web,2005,"{'type': 'Point', 'coordinates': [-122.160671, 37.445326]}",37.445326,-122.160671,EchoSign,100,$8.5M,28
429,5cd45d120c24ecd1b9ca2315,games_video,2011,"{'type': 'Point', 'coordinates': [-122.161523, 37.446823]}",37.446823,-122.161523,Social Gaming Network,100,$17.1M,28
480,5cd45d120c24ecd1b9ca2348,web,2006,"{'type': 'Point', 'coordinates': [-122.160671, 37.445326]}",37.445326,-122.160671,PhotoCrank,3,$0,28
64,5cd45d120c24ecd1b9ca21a8,software,2008,"{'type': 'Point', 'coordinates': [-122.392142, 37.782263]}",37.782263,-122.392142,GoingOn,40,$8.5M,27
3429,5cd45d120c24ecd1b9ca2ecd,games_video,2000,"{'type': 'Point', 'coordinates': [-122.158475, 37.447309]}",37.447309,-122.158475,Digitally Imported,7,$0,27
552,5cd45d120c24ecd1b9ca2390,web,2007,"{'type': 'Point', 'coordinates': [-73.983626, 40.743808]}",40.743808,-73.983626,Next New Networks,121,$27.1M,26
445,5cd45d120c24ecd1b9ca2325,advertising,2004,"{'type': 'Point', 'coordinates': [-73.984268, 40.743662]}",40.743662,-73.984268,MediaTrust,60,$21M,26
1425,5cd45d120c24ecd1b9ca26f9,ecommerce,2007,"{'type': 'Point', 'coordinates': [-122.403175, 37.797435]}",37.797435,-122.403175,Minted,115,$52.7M,26
1129,5cd45d120c24ecd1b9ca25d1,mobile,2004,"{'type': 'Point', 'coordinates': [-73.984606, 40.748342]}",40.748342,-73.984606,RRD USA,60,$0,26
462,5cd45d120c24ecd1b9ca2336,web,2004,"{'type': 'Point', 'coordinates': [-73.983963, 40.744639]}",40.744639,-73.983963,Inform Technologies,26,$29.3M,25
3849,5cd45d120c24ecd1b9ca3071,hardware,2002,"{'type': 'Point', 'coordinates': [-122.391061, 37.781689]}",37.781689,-122.391061,ZoomSystems,100,$87M,25
269,5cd45d120c24ecd1b9ca2275,software,2003,"{'type': 'Point', 'coordinates': [-122.390945, 37.78274]}",37.78274,-122.390945,Splunk,500,$40M,25
2749,5cd45d120c24ecd1b9ca2c25,web,2004,"{'type': 'Point', 'coordinates': [-122.3927145, 37.7887135]}",37.7887135,-122.3927145,Double Fusion,80,$59M,25
504,5cd45d120c24ecd1b9ca2360,software,2005,"{'type': 'Point', 'coordinates': [-73.985878, 40.739794]}",40.739794,-73.985878,Phreesia,70,$42.7M,25
534,5cd45d120c24ecd1b9ca237e,web,2006,"{'type': 'Point', 'coordinates': [-73.983969, 40.746883]}",40.746883,-73.983969,Tripology,9,$1.25M,25
194,5cd45d120c24ecd1b9ca222a,public_relations,2006,"{'type': 'Point', 'coordinates': [-73.993127, 40.740337]}",40.740337,-73.993127,Empressr,35,$0,25
2134,5cd45d120c24ecd1b9ca29be,web,2007,"{'type': 'Point', 'coordinates': [-122.400591, 37.782163]}",37.782163,-122.400591,Reframe It,10,$3.18M,25
1822,5cd45d120c24ecd1b9ca2886,ecommerce,2005,"{'type': 'Point', 'coordinates': [-73.993376, 40.740441]}",40.740441,-73.993376,ShopWiki,25,$6.25M,25
1798,5cd45d120c24ecd1b9ca286e,ecommerce,2007,"{'type': 'Point', 'coordinates': [-73.98458, 40.74385]}",40.74385,-73.98458,myJambi,7,$0,25
1595,5cd45d120c24ecd1b9ca27a3,ecommerce,2005,"{'type': 'Point', 'coordinates': [-73.993376, 40.740441]}",40.740441,-73.993376,ShopWiki,25,$6.25M,25
1006,5cd45d120c24ecd1b9ca2556,games_video,2001,"{'type': 'Point', 'coordinates': [-122.391061, 37.781689]}",37.781689,-122.391061,iWin,103,$0,25
1571,5cd45d120c24ecd1b9ca278b,ecommerce,2007,"{'type': 'Point', 'coordinates': [-73.98458, 40.74385]}",40.74385,-73.98458,myJambi,7,$0,25
1447,5cd45d120c24ecd1b9ca270f,search,2008,"{'type': 'Point', 'coordinates': [-122.391061, 37.781689]}",37.781689,-122.391061,Rofo,10,$0,25
1120,5cd45d120c24ecd1b9ca25c8,health,2005,"{'type': 'Point', 'coordinates': [-122.392725, 37.7886717]}",37.7886717,-122.392725,Practice Fusion,280,$155M,25
492,5cd45d120c24ecd1b9ca2354,sports,2007,"{'type': 'Point', 'coordinates': [-122.395792, 37.776467]}",37.776467,-122.395792,Bleacher Report,22,$40.5M,24
2195,5cd45d120c24ecd1b9ca29fb,consulting,2008,"{'type': 'Point', 'coordinates': [-73.985207, 40.740145]}",40.740145,-73.985207,"RGA Advisors, LLC",10,$0,24
390,5cd45d120c24ecd1b9ca22ee,web,2007,"{'type': 'Point', 'coordinates': [-122.395792, 37.776467]}",37.776467,-122.395792,Kazowie,6,$0,24
39,5cd45d120c24ecd1b9ca218f,web,2005,"{'type': 'Point', 'coordinates': [-122.401116, 37.782103]}",37.782103,-122.401116,Bebo,0,$15M,24
441,5cd45d120c24ecd1b9ca2321,analytics,2010,"{'type': 'Point', 'coordinates': [-122.395875, 37.7766587]}",37.7766587,-122.395875,YouNoodle,18,$0,24
963,5cd45d120c24ecd1b9ca252b,web,2006,"{'type': 'Point', 'coordinates': [-122.3957917, 37.7764671]}",37.7764671,-122.3957917,Flixya,4,$0,24
657,5cd45d120c24ecd1b9ca23f9,games_video,2005,"{'type': 'Point', 'coordinates': [-73.9930489, 40.73993]}",40.73993,-73.9930489,Cellufun,30,$5.23M,24
653,5cd45d120c24ecd1b9ca23f5,web,2008,"{'type': 'Point', 'coordinates': [-122.155678, 37.446382]}",37.446382,-122.155678,Noovo,8,€300k,24
641,5cd45d120c24ecd1b9ca23e9,,2006,"{'type': 'Point', 'coordinates': [-73.993906, 40.738395]}",40.738395,-73.993906,Dimestore Media,9,$0,24
1336,5cd45d120c24ecd1b9ca26a0,analytics,2007,"{'type': 'Point', 'coordinates': [-73.983229, 40.745003]}",40.745003,-73.983229,Urgent Career,9,$0,23
1034,5cd45d120c24ecd1b9ca2572,finance,2006,"{'type': 'Point', 'coordinates': [-122.389519, 37.782101]}",37.782101,-122.389519,Jambool,25,$6M,22
3244,5cd45d120c24ecd1b9ca2e14,public_relations,2009,"{'type': 'Point', 'coordinates': [-73.989276, 40.74828]}",40.74828,-73.989276,IrishCentral,20,$0,22
1653,5cd45d120c24ecd1b9ca27dd,web,2007,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}",37.7983181,-122.4000032,GoodGuide,10,$14.2M,22
1758,5cd45d120c24ecd1b9ca2846,web,2005,"{'type': 'Point', 'coordinates': [-122.403312, 37.797909]}",37.797909,-122.403312,DESIGN about TOWN,3,$0,22
3605,5cd45d120c24ecd1b9ca2f7d,mobile,2009,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}",37.7983181,-122.4000032,AppNinjas,1,$0,22
1880,5cd45d120c24ecd1b9ca28c0,web,2007,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}",37.7983181,-122.4000032,GoodGuide,10,$14.2M,22
3184,5cd45d120c24ecd1b9ca2dd8,consulting,2009,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}",37.7983181,-122.4000032,The Vertical Action Group,10,$0,22
3264,5cd45d120c24ecd1b9ca2e28,software,2007,"{'type': 'Point', 'coordinates': [-73.987199, 40.738567]}",40.738567,-73.987199,SpaBooker,42,$14.7M,22
1985,5cd45d120c24ecd1b9ca2929,web,2005,"{'type': 'Point', 'coordinates': [-122.403312, 37.797909]}",37.797909,-122.403312,DESIGN about TOWN,3,$0,22
69,5cd45d120c24ecd1b9ca21ad,enterprise,2002,"{'type': 'Point', 'coordinates': [-122.1615, 37.442949]}",37.442949,-122.1615,Socialtext,50,$46.8M,22
1268,5cd45d120c24ecd1b9ca265c,web,2007,"{'type': 'Point', 'coordinates': [-122.1632941, 37.4441726]}",37.4441726,-122.1632941,DailyCaption,2,$0,21
1895,5cd45d120c24ecd1b9ca28cf,software,2007,"{'type': 'Point', 'coordinates': [-122.163139, 37.444393]}",37.444393,-122.163139,Angstro,4,$225k,21
3501,5cd45d120c24ecd1b9ca2f15,web,2008,"{'type': 'Point', 'coordinates': [-122.163352, 37.444531]}",37.444531,-122.163352,Milo,20,$4.95M,21
2018,5cd45d120c24ecd1b9ca294a,web,2005,"{'type': 'Point', 'coordinates': [-122.159291, 37.443]}",37.443,-122.159291,PROJECT DIRT,2,$0,21
593,5cd45d120c24ecd1b9ca23b9,games_video,2003,"{'type': 'Point', 'coordinates': [-122.163979, 37.444487]}",37.444487,-122.163979,SonicSwap,8,$0,21
3108,5cd45d120c24ecd1b9ca2d8c,web,2008,"{'type': 'Point', 'coordinates': [-122.159291, 37.443]}",37.443,-122.159291,Purebred Network,3,$0,21
3136,5cd45d120c24ecd1b9ca2da8,cleantech,2009,"{'type': 'Point', 'coordinates': [-122.159291, 37.443]}",37.443,-122.159291,GreenITers,4,$0,21
582,5cd45d120c24ecd1b9ca23ae,software,2004,"{'type': 'Point', 'coordinates': [-73.991562, 40.747003]}",40.747003,-73.991562,Athena Archiver,50,$0,21
1668,5cd45d120c24ecd1b9ca27ec,software,2007,"{'type': 'Point', 'coordinates': [-122.163139, 37.444393]}",37.444393,-122.163139,Angstro,4,$225k,21
1239,5cd45d120c24ecd1b9ca263f,web,2005,"{'type': 'Point', 'coordinates': [-122.396506, 37.776271]}",37.776271,-122.396506,PodOmatic,4,$0,21
3080,5cd45d120c24ecd1b9ca2d70,web,2008,"{'type': 'Point', 'coordinates': [-122.1632941, 37.4441726]}",37.4441726,-122.1632941,iCelebrate,3,$0,21
3182,5cd45d120c24ecd1b9ca2dd6,software,2008,"{'type': 'Point', 'coordinates': [-122.333359, 47.603364]}",47.603364,-122.333359,Optify,45,$10.8M,20
1254,5cd45d120c24ecd1b9ca264e,web,2003,"{'type': 'Point', 'coordinates': [-122.332085, 47.601803]}",47.601803,-122.332085,Photobucket,100,$33.7M,20
2343,5cd45d120c24ecd1b9ca2a8f,web,2008,"{'type': 'Point', 'coordinates': [-122.3326145, 47.6024156]}",47.6024156,-122.3326145,Decho,150,$0,20
53,5cd45d120c24ecd1b9ca219d,real_estate,2004,"{'type': 'Point', 'coordinates': [-122.333253, 47.603122]}",47.603122,-122.333253,Redfin,100,$96.8M,20
916,5cd45d120c24ecd1b9ca24fc,search,2006,"{'type': 'Point', 'coordinates': [-73.9823449, 40.7455579]}",40.7455579,-73.9823449,findingDulcinea,30,$0,20
2570,5cd45d120c24ecd1b9ca2b72,web,2008,"{'type': 'Point', 'coordinates': [-122.3915063, 37.7890183]}",37.7890183,-122.3915063,Circle of Moms,9,$0,20
434,5cd45d120c24ecd1b9ca231a,enterprise,2002,"{'type': 'Point', 'coordinates': [-122.3931128, 37.7759675]}",37.7759675,-122.3931128,Coverity,300,$22M,20
12,5cd45d120c24ecd1b9ca2174,games_video,2006,"{'type': 'Point', 'coordinates': [-122.409173, 37.788482]}",37.788482,-122.409173,Kyte,40,$23.4M,20
1504,5cd45d120c24ecd1b9ca2748,search,2007,"{'type': 'Point', 'coordinates': [-73.982596, 40.746332]}",40.746332,-73.982596,Conductor,55,$33.6M,20
3766,5cd45d120c24ecd1b9ca301e,web,2008,"{'type': 'Point', 'coordinates': [-122.402922, 37.800482]}",37.800482,-122.402922,One Simple Move,4,$0,19
549,5cd45d120c24ecd1b9ca238d,search,2007,"{'type': 'Point', 'coordinates': [-122.402609, 37.800356]}",37.800356,-122.402609,Discovery Engine,10,$0,19
3782,5cd45d120c24ecd1b9ca302e,web,2009,"{'type': 'Point', 'coordinates': [-73.9918181, 40.7489381]}",40.7489381,-73.9918181,Strategist News,4,$0,19
3476,5cd45d120c24ecd1b9ca2efc,software,2007,"{'type': 'Point', 'coordinates': [-122.3342585, 47.6008008]}",47.6008008,-122.3342585,Nirvaha,14,$795k,19
3485,5cd45d120c24ecd1b9ca2f05,other,2007,"{'type': 'Point', 'coordinates': [-73.9954473, 40.738495]}",40.738495,-73.9954473,Oyster Digital Media,2,$0,19
3788,5cd45d120c24ecd1b9ca3034,consulting,2005,"{'type': 'Point', 'coordinates': [-73.993035, 40.746514]}",40.746514,-73.993035,Ramp Up Tech,25,$0,19
1099,5cd45d120c24ecd1b9ca25b3,web,2007,"{'type': 'Point', 'coordinates': [-122.33501, 47.603357]}",47.603357,-122.33501,CultureMob,2,$0,19
3697,5cd45d120c24ecd1b9ca2fd9,web,2009,"{'type': 'Point', 'coordinates': [-73.9918181, 40.7489381]}",40.7489381,-73.9918181,ArtNeighbor,5,$0,19
649,5cd45d120c24ecd1b9ca23f1,ecommerce,2007,"{'type': 'Point', 'coordinates': [-73.9954585, 40.7384997]}",40.7384997,-73.9954585,Bonobos,150,$74.7M,19
674,5cd45d120c24ecd1b9ca240a,web,2008,"{'type': 'Point', 'coordinates': [-122.164925, 37.446662]}",37.446662,-122.164925,Weardrobe,2,$0,19
321,5cd45d120c24ecd1b9ca22a9,other,2012,"{'type': 'Point', 'coordinates': [-122.398599, 37.798853]}",37.798853,-122.398599,Widgetbox,30,$14.5M,18
2951,5cd45d120c24ecd1b9ca2cef,web,2008,"{'type': 'Point', 'coordinates': [-122.40971, 37.788796]}",37.788796,-122.40971,KODA,15,$4.5M,18
256,5cd45d120c24ecd1b9ca2268,software,2006,"{'type': 'Point', 'coordinates': [-122.3355636, 47.6018824]}",47.6018824,-122.3355636,Jackson Fish Market,3,$0,18
205,5cd45d120c24ecd1b9ca2235,real_estate,2005,"{'type': 'Point', 'coordinates': [-122.3293984, 47.6011125]}",47.6011125,-122.3293984,Zillow,600,$96.6M,18
2156,5cd45d120c24ecd1b9ca29d4,ecommerce,2007,"{'type': 'Point', 'coordinates': [-122.39203, 37.790744]}",37.790744,-122.39203,iRISQ,5,$0,18
170,5cd45d120c24ecd1b9ca2212,games_video,2006,"{'type': 'Point', 'coordinates': [-122.335943, 47.6015315]}",47.6015315,-122.335943,FlowPlay,30,$3.97M,18
2691,5cd45d120c24ecd1b9ca2beb,software,2008,"{'type': 'Point', 'coordinates': [-122.3328401, 47.6042663]}",47.6042663,-122.3328401,Implied Solutions,1,$0,17
3554,5cd45d120c24ecd1b9ca2f4a,search,2004,"{'type': 'Point', 'coordinates': [-122.160011, 37.44931]}",37.44931,-122.160011,SearchForecast,25,$0,17
913,5cd45d120c24ecd1b9ca24f9,mobile,2005,"{'type': 'Point', 'coordinates': [-122.166911, 37.445667]}",37.445667,-122.166911,Mozes,19,$22.3M,17
1163,5cd45d120c24ecd1b9ca25f3,advertising,2007,"{'type': 'Point', 'coordinates': [-73.992544, 40.752404]}",40.752404,-73.992544,TradingUp Online,7,$0,17
2255,5cd45d120c24ecd1b9ca2a37,advertising,2008,"{'type': 'Point', 'coordinates': [-0.132894, 51.499671]}",51.499671,-0.132894,Recast Digital,5,$0,17
3027,5cd45d120c24ecd1b9ca2d3b,mobile,2009,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",51.5001524,-0.1262362,VouChaCha,15,$0,16
1743,5cd45d120c24ecd1b9ca2837,web,2008,"{'type': 'Point', 'coordinates': [-73.999675, 40.741441]}",40.741441,-73.999675,Samepoint,5,$0,16
375,5cd45d120c24ecd1b9ca22df,web,2007,"{'type': 'Point', 'coordinates': [-74.007413, 40.707253]}",40.707253,-74.007413,Metromole,3,$0,16
371,5cd45d120c24ecd1b9ca22db,web,2007,"{'type': 'Point', 'coordinates': [-122.334393, 47.599136]}",47.599136,-122.334393,Mergelab,3,$0,16
1359,5cd45d120c24ecd1b9ca26b7,consulting,2002,"{'type': 'Point', 'coordinates': [-122.334357, 47.59921]}",47.59921,-122.334357,RedMonk,4,$0,16
3200,5cd45d120c24ecd1b9ca2de8,web,2009,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",51.5001524,-0.1262362,rent2friend,1,$0,16
2437,5cd45d120c24ecd1b9ca2aed,software,2002,"{'type': 'Point', 'coordinates': [-87.626979, 41.890637]}",41.890637,-87.626979,Commercial IQ,20,$0,16
324,5cd45d120c24ecd1b9ca22ac,network_hosting,2002,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}",51.500152,-0.126236,WAYN,42,$11M,16
3800,5cd45d120c24ecd1b9ca3040,advertising,2009,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",51.5001524,-0.1262362,AgreeYourFee,4,$0,16
829,5cd45d120c24ecd1b9ca24a5,web,2007,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}",51.500152,-0.126236,Lingoloopy,3,$0,16
3284,5cd45d120c24ecd1b9ca2e3c,search,2008,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",51.5001524,-0.1262362,Zoombu,6,$0,16
3414,5cd45d120c24ecd1b9ca2ebe,web,2008,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",51.5001524,-0.1262362,watercompare,2,$0,16
3662,5cd45d120c24ecd1b9ca2fb6,security,2009,"{'type': 'Point', 'coordinates': [-74.011114, 40.707954]}",40.707954,-74.011114,Vaultive,25,$11M,16
1846,5cd45d120c24ecd1b9ca289e,mobile,2008,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}",37.448598,-122.158497,Mobclix,26,$0,16
1057,5cd45d120c24ecd1b9ca2589,web,2008,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}",51.500152,-0.126236,Sazell,2,$0,16
701,5cd45d120c24ecd1b9ca2425,software,2007,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}",51.500152,-0.126236,Open Source Living,1,$0,16
1870,5cd45d120c24ecd1b9ca28b6,games_video,2008,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}",37.448598,-122.158497,Bojam,5,$0,16
1643,5cd45d120c24ecd1b9ca27d3,games_video,2008,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}",37.448598,-122.158497,Bojam,5,$0,16
3829,5cd45d120c24ecd1b9ca305d,enterprise,2008,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",51.5001524,-0.1262362,oneDrum,5,£1M,16
278,5cd45d120c24ecd1b9ca227e,other,2005,"{'type': 'Point', 'coordinates': [-122.332904, 47.598968]}",47.598968,-122.332904,Snapvine,20,$12M,16
1970,5cd45d120c24ecd1b9ca291a,web,2008,"{'type': 'Point', 'coordinates': [-73.999675, 40.741441]}",40.741441,-73.999675,Samepoint,5,$0,16
3437,5cd45d120c24ecd1b9ca2ed5,search,2009,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}",37.448598,-122.158497,Wowd,28,$0,16
3369,5cd45d120c24ecd1b9ca2e91,mobile,2002,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",51.5001524,-0.1262362,Altaine,12,$0,16
3395,5cd45d120c24ecd1b9ca2eab,enterprise,2012,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",51.5001524,-0.1262362,Plug in SEO,1,$0,16
