,city,country_code,latitude,longitude,name,geopoint,geoquery,category_code,founded_year,founded_year_bins,number_of_employees,number_of_employees_bins,segment,type
146,Seattle,USA,55.378051,-3.435973,dpreview,"[-3.435973, 55.378051]","{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}",web,1998,q1,13,q3,tech,small company
147,Newton,USA,37.09024,-95.712891,TechTarget,"[-95.712891, 37.09024]","{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",enterprise,1999,q1,600,q4,others,big company
148,London,GBR,51.5108803,-0.1418973,Seedcamp,"[-0.1418973, 51.5108803]","{'type': 'Point', 'coordinates': [-0.1418973, 51.5108803]}",finance,2007,q2,4,q2,others,small company
149,Fort Lauderdale,USA,37.09024,-95.712891,Sportsline,"[-95.712891, 37.09024]","{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",web,1994,q1,264,q4,tech,big company
150,Boston,USA,42.350274,-71.058768,MocoSpace,"[-71.058768, 42.350274]","{'type': 'Point', 'coordinates': [-71.058768, 42.350274]}",games_video,2005,q2,25,q3,gaming,small company
151,Vancouver,CAN,3.046111,-75.066111,airG,"[-75.066111, 3.046111]","{'type': 'Point', 'coordinates': [-75.066111, 3.046111]}",search,2000,q1,180,q4,tech,mid company
152,Bellevue,USA,47.597965,-122.151158,YouBeQB,"[-122.151158, 47.597965]","{'type': 'Point', 'coordinates': [-122.151158, 47.597965]}",games_video,2008,q3,8,q2,gaming,small company
153,Kansas City,USA,39.044694,-94.597896,Adknowledge,"[-94.597896, 39.044694]","{'type': 'Point', 'coordinates': [-94.597896, 39.044694]}",advertising,2004,q1,300,q4,others,big company
154,New York,USA,40.748901,-73.992463,Adknowledge,"[-73.992463, 40.748901]","{'type': 'Point', 'coordinates': [-73.992463, 40.748901]}",advertising,2004,q1,300,q4,others,big company
155,San Francisco,USA,37.78866,-122.401406,Adknowledge,"[-122.401406, 37.78866]","{'type': 'Point', 'coordinates': [-122.401406, 37.78866]}",advertising,2004,q1,300,q4,others,big company
156,Fort Myers,USA,26.580095,-81.879069,Adknowledge,"[-81.879069, 26.580095]","{'type': 'Point', 'coordinates': [-81.879069, 26.580095]}",advertising,2004,q1,300,q4,others,big company
157,Toronto,CAN,43.6474554,-79.3953743,Adknowledge,"[-79.3953743, 43.6474554]","{'type': 'Point', 'coordinates': [-79.3953743, 43.6474554]}",advertising,2004,q1,300,q4,others,big company
158,"Covent Garden, London",GBR,51.5114403,-0.1229212,Adknowledge,"[-0.1229212, 51.5114403]","{'type': 'Point', 'coordinates': [-0.1229212, 51.5114403]}",advertising,2004,q1,300,q4,others,big company
159,Munich,DEU,48.1635092,11.5582609,Adknowledge,"[11.5582609, 48.1635092]","{'type': 'Point', 'coordinates': [11.5582609, 48.1635092]}",advertising,2004,q1,300,q4,others,big company
160,Paris,FRA,48.8506065,2.3797825,Adknowledge,"[2.3797825, 48.8506065]","{'type': 'Point', 'coordinates': [2.3797825, 48.8506065]}",advertising,2004,q1,300,q4,others,big company
161,Shanghai,CHN,31.222622,121.4770384,Adknowledge,"[121.4770384, 31.222622]","{'type': 'Point', 'coordinates': [121.4770384, 31.222622]}",advertising,2004,q1,300,q4,others,big company
162,San Francisco,USA,37.785647,-122.405265,OpenTable,"[-122.405265, 37.785647]","{'type': 'Point', 'coordinates': [-122.405265, 37.785647]}",web,1998,q1,550,q4,tech,big company
163,Morrisville,USA,35.854483,-78.815635,ChannelAdvisor,"[-78.815635, 35.854483]","{'type': 'Point', 'coordinates': [-78.815635, 35.854483]}",search,2001,q1,300,q4,tech,big company
164,New York,USA,40.757929,-73.985506,Fotolog,"[-73.985506, 40.757929]","{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",network_hosting,2002,q1,40,q4,others,mid company
165,New York,USA,40.725435,-73.997395,Thumbplay,"[-73.997395, 40.725435]","{'type': 'Point', 'coordinates': [-73.997395, 40.725435]}",music,2004,q1,70,q4,others,mid company
166,New York,USA,40.707921,-74.004792,Tutor,"[-74.004792, 40.707921]","{'type': 'Point', 'coordinates': [-74.004792, 40.707921]}",web,1998,q1,55,q4,tech,mid company
167,San Francisco,USA,37.775196,-122.419204,MicroPlace,"[-122.419204, 37.775196]","{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",web,2007,q2,15,q3,tech,small company
168,Seattle,USA,47.5999337,-122.3276962,EyeJot,"[-122.3276962, 47.5999337]","{'type': 'Point', 'coordinates': [-122.3276962, 47.5999337]}",web,2007,q2,5,q2,tech,small company
169,Toronto,CAN,43.799511,-79.348037,Contrastream,"[-79.348037, 43.799511]","{'type': 'Point', 'coordinates': [-79.348037, 43.799511]}",games_video,2007,q2,1,,gaming,small company
170,New York,USA,40.643438,-73.886452,Daylife,"[-73.886452, 40.643438]","{'type': 'Point', 'coordinates': [-73.886452, 40.643438]}",enterprise,2006,q2,25,q3,others,small company
171,Palo Alto,USA,37.42746,-122.143915,SayNow,"[-122.143915, 37.42746]","{'type': 'Point', 'coordinates': [-122.143915, 37.42746]}",mobile,2005,q2,20,q3,tech,small company
172,San Francisco,USA,37.781265,-122.393229,Crunchyroll,"[-122.393229, 37.781265]","{'type': 'Point', 'coordinates': [-122.393229, 37.781265]}",games_video,2008,q3,50,q4,gaming,mid company
173,Santa Clara,USA,37.387114,-121.973228,PixSense,"[-121.973228, 37.387114]","{'type': 'Point', 'coordinates': [-121.973228, 37.387114]}",mobile,2003,q1,35,q4,tech,mid company
174,Brussel,BEL,50.796645,4.400604,ContactOffice,"[4.400604, 50.796645]","{'type': 'Point', 'coordinates': [4.400604, 50.796645]}",web,2000,q1,10,q3,tech,small company
175,New York,USA,40.74406,-74.004592,Behance,"[-74.004592, 40.74406]","{'type': 'Point', 'coordinates': [-74.004592, 40.74406]}",web,2006,q2,30,q4,tech,mid company
176,Rancho Cucamonga,USA,34.099253,-117.572967,ThemBid,"[-117.572967, 34.099253]","{'type': 'Point', 'coordinates': [-117.572967, 34.099253]}",ecommerce,2007,q2,7,q2,others,small company
177,Los Angeles,USA,34.031276,-118.456806,hulu,"[-118.456806, 34.031276]","{'type': 'Point', 'coordinates': [-118.456806, 34.031276]}",games_video,2007,q2,153,q4,gaming,mid company
178,London,GBR,51.5195795,-0.1065551,FAROO,"[-0.1065551, 51.5195795]","{'type': 'Point', 'coordinates': [-0.1065551, 51.5195795]}",search,2007,q2,5,q2,tech,small company
179,Eden Prairie,USA,44.865243,-93.4094629,Yugma,"[-93.4094629, 44.865243]","{'type': 'Point', 'coordinates': [-93.4094629, 44.865243]}",games_video,2003,q1,38,q4,gaming,mid company
180,San Francisco,USA,37.779624,-122.391236,imeem,"[-122.391236, 37.779624]","{'type': 'Point', 'coordinates': [-122.391236, 37.779624]}",music,2003,q1,55,q4,others,mid company
181,New York,USA,40.775537,-73.981709,OrganizedWisdom,"[-73.981709, 40.775537]","{'type': 'Point', 'coordinates': [-73.981709, 40.775537]}",other,2007,q2,18,q3,others,small company
182,New York,USA,40.757929,-73.985506,PeekYou,"[-73.985506, 40.757929]","{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",search,2012,q4,20,q3,tech,startup
183,Pleasant Grove,USA,40.357978,-111.777531,Mozy,"[-111.777531, 40.357978]","{'type': 'Point', 'coordinates': [-111.777531, 40.357978]}",public_relations,2005,q2,26,q4,others,mid company
184,McLean,USA,38.003376,-79.420926,Mixx,"[-79.420926, 38.003376]","{'type': 'Point', 'coordinates': [-79.420926, 38.003376]}",web,2007,q2,11,q3,tech,small company
185,San Francisco,USA,37.764169,-122.402021,TripIt,"[-122.402021, 37.764169]","{'type': 'Point', 'coordinates': [-122.402021, 37.764169]}",travel,2006,q2,63,q4,others,mid company
186,Los Altos,USA,33.8171,-111.9035,GENWI,"[-111.9035, 33.8171]","{'type': 'Point', 'coordinates': [-111.9035, 33.8171]}",mobile,2010,q4,25,q3,tech,startup
187,La Jolla,USA,32.847521,-117.274609,app2you,"[-117.274609, 32.847521]","{'type': 'Point', 'coordinates': [-117.274609, 32.847521]}",web,2006,q2,4,q2,tech,small company
188,METZ,FRA,49.1004,6.182658,HylioSoft,"[6.182658, 49.1004]","{'type': 'Point', 'coordinates': [6.182658, 49.1004]}",web,2004,q1,3,q1,tech,small company
189,San Francisco,USA,37.793742,-122.421341,YourStreet,"[-122.421341, 37.793742]","{'type': 'Point', 'coordinates': [-122.421341, 37.793742]}",web,2006,q2,6,q2,tech,small company
190,Portland,USA,45.5241278,-122.675448,Vidoop,"[-122.675448, 45.5241278]","{'type': 'Point', 'coordinates': [-122.675448, 45.5241278]}",software,2006,q2,30,q4,tech,mid company
191,Montreal,CAN,45.506643,-73.566634,SmartHippo,"[-73.566634, 45.506643]","{'type': 'Point', 'coordinates': [-73.566634, 45.506643]}",ecommerce,2005,q2,10,q3,others,small company
192,Seattle,USA,47.6015315,-122.335943,FlowPlay,"[-122.335943, 47.6015315]","{'type': 'Point', 'coordinates': [-122.335943, 47.6015315]}",games_video,2006,q2,30,q4,gaming,mid company
193,The Woodlands,USA,30.182107,-95.536,IMSafer,"[-95.536, 30.182107]","{'type': 'Point', 'coordinates': [-95.536, 30.182107]}",web,2006,q2,5,q2,tech,small company
194,Sammamish,USA,47.585114,-122.084356,Feedjit,"[-122.084356, 47.585114]","{'type': 'Point', 'coordinates': [-122.084356, 47.585114]}",web,2007,q2,2,q1,tech,small company
195,Chicago,USA,41.890376,-87.63406,Viewpoints,"[-87.63406, 41.890376]","{'type': 'Point', 'coordinates': [-87.63406, 41.890376]}",web,2006,q2,15,q3,tech,small company
196,Boulder,USA,40.01621,-105.28131,OneRiot,"[-105.28131, 40.01621]","{'type': 'Point', 'coordinates': [-105.28131, 40.01621]}",advertising,2006,q2,32,q4,others,mid company
197,Cambridge,USA,42.375392,-71.118487,UpDown,"[-71.118487, 42.375392]","{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}",web,2007,q2,5,q2,tech,small company
198,London,GBR,51.519819,-0.136174,Webjam,"[-0.136174, 51.519819]","{'type': 'Point', 'coordinates': [-0.136174, 51.519819]}",enterprise,2006,q2,18,q3,others,small company
199,Singapore,SGP,37.580304,-122.343679,mig33,"[-122.343679, 37.580304]","{'type': 'Point', 'coordinates': [-122.343679, 37.580304]}",games_video,2005,q2,100,q4,gaming,mid company
200,Cambridge,USA,42.375392,-71.118487,GamerDNA,"[-71.118487, 42.375392]","{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}",web,2006,q2,13,q3,tech,small company
201,Los Gatos,USA,37.222604,-121.983814,Houseglue,"[-121.983814, 37.222604]","{'type': 'Point', 'coordinates': [-121.983814, 37.222604]}",web,2007,q2,5,q2,tech,small company
202,Berkeley,USA,37.887864,-122.26999,Realius,"[-122.26999, 37.887864]","{'type': 'Point', 'coordinates': [-122.26999, 37.887864]}",games_video,2006,q2,3,q1,gaming,small company
203,Solana Beach,USA,33.020832,-117.077311,Metaplace,"[-117.077311, 33.020832]","{'type': 'Point', 'coordinates': [-117.077311, 33.020832]}",games_video,2006,q2,12,q3,gaming,small company
204,San Mateo,USA,37.566879,-122.323895,Fixya,"[-122.323895, 37.566879]","{'type': 'Point', 'coordinates': [-122.323895, 37.566879]}",web,2013,q4,30,q4,tech,mid company
205,Irving,USA,32.860831,-96.9403,Syntraxis,"[-96.9403, 32.860831]","{'type': 'Point', 'coordinates': [-96.9403, 32.860831]}",web,2006,q2,6,q2,tech,small company
206,San Mateo,USA,37.559287,-122.302262,Spoke,"[-122.302262, 37.559287]","{'type': 'Point', 'coordinates': [-122.302262, 37.559287]}",software,2002,q1,8,q2,tech,small company
207,Mountain View,USA,37.418491,-122.08744,Mozilla,"[-122.08744, 37.418491]","{'type': 'Point', 'coordinates': [-122.08744, 37.418491]}",web,1998,q1,800,q4,tech,big company
208,Philadelphia,USA,39.956259,-75.194657,Styky,"[-75.194657, 39.956259]","{'type': 'Point', 'coordinates': [-75.194657, 39.956259]}",mobile,2003,q1,3,q1,tech,small company
209,New York,USA,40.740337,-73.993127,Empressr,"[-73.993127, 40.740337]","{'type': 'Point', 'coordinates': [-73.993127, 40.740337]}",public_relations,2006,q2,35,q4,others,mid company
210,San Francisco,USA,37.779558,-122.393041,GroupSwim,"[-122.393041, 37.779558]","{'type': 'Point', 'coordinates': [-122.393041, 37.779558]}",software,2005,q2,9,q3,tech,small company
211,,FIN,60.170514,24.827224,Nokia,"[24.827224, 60.170514]","{'type': 'Point', 'coordinates': [24.827224, 60.170514]}",mobile,1865,q1,125000,q4,tech,big company
212,Tel Aviv,ISR,32.0554,34.7595,SuTree,"[34.7595, 32.0554]","{'type': 'Point', 'coordinates': [34.7595, 32.0554]}",games_video,2006,q2,5,q2,gaming,small company
213,London,GBR,51.54236,-0.149522,Jiglu,"[-0.149522, 51.54236]","{'type': 'Point', 'coordinates': [-0.149522, 51.54236]}",software,2003,q1,3,q1,tech,small company
214,Van Nuys,USA,34.210785,-118.474261,Dopetracks,"[-118.474261, 34.210785]","{'type': 'Point', 'coordinates': [-118.474261, 34.210785]}",web,2007,q2,4,q2,tech,small company
215,Melbourne,USA,28.074742,-80.632606,itsmylife,"[-80.632606, 28.074742]","{'type': 'Point', 'coordinates': [-80.632606, 28.074742]}",web,2003,q1,2,q1,tech,small company
216,Mountain View,USA,37.401355,-122.104099,SueEasy,"[-122.104099, 37.401355]","{'type': 'Point', 'coordinates': [-122.104099, 37.401355]}",web,2007,q2,6,q2,tech,small company
217,New York,USA,40.756799,-73.976348,Worklight,"[-73.976348, 40.756799]","{'type': 'Point', 'coordinates': [-73.976348, 40.756799]}",mobile,2006,q2,30,q4,tech,mid company
218,Seattle,USA,47.6011125,-122.3293984,Zillow,"[-122.3293984, 47.6011125]","{'type': 'Point', 'coordinates': [-122.3293984, 47.6011125]}",real_estate,2005,q2,600,q4,others,big company
219,Seattle,USA,47.620716,-122.347533,Moz,"[-122.347533, 47.620716]","{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}",search,2002,q1,130,q4,tech,mid company
220,Palo Alto,USA,37.557637,-122.285714,Zimbra,"[-122.285714, 37.557637]","{'type': 'Point', 'coordinates': [-122.285714, 37.557637]}",enterprise,2003,q1,200,q4,others,mid company
221,,GBR,55.378051,-3.435973,FlexiScale,"[-3.435973, 55.378051]","{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}",network_hosting,1997,q1,24,q3,others,small company
222,Venice,USA,34.011335,-118.468458,JibJab,"[-118.468458, 34.011335]","{'type': 'Point', 'coordinates': [-118.468458, 34.011335]}",web,1999,q1,37,q4,tech,mid company
223,,USA,32.856744,-117.20717,RecipeMatcher,"[-117.20717, 32.856744]","{'type': 'Point', 'coordinates': [-117.20717, 32.856744]}",web,2007,q2,2,q1,tech,small company
224,Berkeley,USA,37.862209,-122.298168,earthmine,"[-122.298168, 37.862209]","{'type': 'Point', 'coordinates': [-122.298168, 37.862209]}",enterprise,2006,q2,30,q4,others,mid company
225,San Francisco,USA,37.856331,-122.495222,Whiskey Media,"[-122.495222, 37.856331]","{'type': 'Point', 'coordinates': [-122.495222, 37.856331]}",web,2007,q2,12,q3,tech,small company
226,Madrid,ESP,40.530724,-3.632687,Fon,"[-3.632687, 40.530724]","{'type': 'Point', 'coordinates': [-3.632687, 40.530724]}",mobile,2006,q2,100,q4,tech,mid company
227,Norderstedt,DEU,53.707739,10.023246,alluc,"[10.023246, 53.707739]","{'type': 'Point', 'coordinates': [10.023246, 53.707739]}",games_video,2009,q4,7,q2,gaming,startup
228,Mountain View,USA,37.386175,-122.083487,Polyvore,"[-122.083487, 37.386175]","{'type': 'Point', 'coordinates': [-122.083487, 37.386175]}",web,2007,q2,73,q4,tech,mid company
229,Seattle,USA,47.649027,-122.346299,AdReady,"[-122.346299, 47.649027]","{'type': 'Point', 'coordinates': [-122.346299, 47.649027]}",advertising,2006,q2,33,q4,others,mid company
230,San Francisco,USA,37.792968,-122.40414,Blurb,"[-122.40414, 37.792968]","{'type': 'Point', 'coordinates': [-122.40414, 37.792968]}",ecommerce,2005,q2,150,q4,others,mid company
231,Mountain View,USA,37.09024,-95.712891,23andMe,"[-95.712891, 37.09024]","{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",biotech,2006,q2,80,q4,others,mid company
232,San Francisco,USA,37.744274,-122.421344,Automattic,"[-122.421344, 37.744274]","{'type': 'Point', 'coordinates': [-122.421344, 37.744274]}",web,2005,q2,200,q4,tech,mid company
233,San Francisco,USA,37.782809,-122.394354,The Climate Corporation,"[-122.394354, 37.782809]","{'type': 'Point', 'coordinates': [-122.394354, 37.782809]}",cleantech,2006,q2,150,q4,others,mid company
234,Seattle,USA,47.5984767,-122.3331466,The Climate Corporation,"[-122.3331466, 47.5984767]","{'type': 'Point', 'coordinates': [-122.3331466, 47.5984767]}",cleantech,2006,q2,150,q4,others,mid company
235,San Mateo,USA,37.553743,-122.300246,Veodia,"[-122.300246, 37.553743]","{'type': 'Point', 'coordinates': [-122.300246, 37.553743]}",games_video,2006,q2,15,q3,gaming,small company
236,New York,USA,40.621591,-73.960717,Payoneer,"[-73.960717, 40.621591]","{'type': 'Point', 'coordinates': [-73.960717, 40.621591]}",other,2005,q2,200,q4,others,mid company
237,San Luis Obispo,USA,37.09024,-95.712891,Shopatron,"[-95.712891, 37.09024]","{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",enterprise,2001,q1,166,q4,others,mid company
238,Palo Alto,USA,37.445326,-122.160671,EchoSign,"[-122.160671, 37.445326]","{'type': 'Point', 'coordinates': [-122.160671, 37.445326]}",web,2005,q2,100,q4,tech,mid company
239,Conshohocken,USA,40.09665,-75.298032,XLNTads,"[-75.298032, 40.09665]","{'type': 'Point', 'coordinates': [-75.298032, 40.09665]}",web,2006,q2,6,q2,tech,small company
240,Eden Prairie,USA,44.871371,-93.407837,JobDig,"[-93.407837, 44.871371]","{'type': 'Point', 'coordinates': [-93.407837, 44.871371]}",advertising,2000,q1,85,q4,others,mid company
241,Mountain View,USA,37.388095,-122.08276,TrialPay,"[-122.08276, 37.388095]","{'type': 'Point', 'coordinates': [-122.08276, 37.388095]}",advertising,2006,q2,100,q4,others,mid company
242,San Francisco,USA,37.772542,-122.430127,Crusher,"[-122.430127, 37.772542]","{'type': 'Point', 'coordinates': [-122.430127, 37.772542]}",web,2006,q2,3,q1,tech,small company
243,Richmond,CAN,49.25403,-123.115208,Ubertor,"[-123.115208, 49.25403]","{'type': 'Point', 'coordinates': [-123.115208, 49.25403]}",web,2000,q1,20,q3,tech,small company
244,,CHN,-34.788039,138.6959288,Moko Social Media,"[138.6959288, -34.788039]","{'type': 'Point', 'coordinates': [138.6959288, -34.788039]}",mobile,1991,q1,60,q4,tech,mid company
245,Campbell,USA,37.285133,-121.932962,Firetide,"[-121.932962, 37.285133]","{'type': 'Point', 'coordinates': [-121.932962, 37.285133]}",mobile,2003,q1,100,q4,tech,mid company
246,Burlingame,USA,37.590056,-122.347654,BitGravity,"[-122.347654, 37.590056]","{'type': 'Point', 'coordinates': [-122.347654, 37.590056]}",network_hosting,2006,q2,50,q4,others,mid company
247,London,GBR,51.604922,0.239866,Skinkers,"[0.239866, 51.604922]","{'type': 'Point', 'coordinates': [0.239866, 51.604922]}",software,1999,q1,12,q3,tech,small company
248,Mountain View,USA,37.43938,-122.158804,Gigya,"[-122.158804, 37.43938]","{'type': 'Point', 'coordinates': [-122.158804, 37.43938]}",enterprise,2006,q2,230,q4,others,mid company
249,San Jose,USA,37.332271,-122.006539,Baynote,"[-122.006539, 37.332271]","{'type': 'Point', 'coordinates': [-122.006539, 37.332271]}",software,2004,q1,80,q4,tech,mid company
250,Montreal,CAN,45.545447,-73.639076,Defensio,"[-73.639076, 45.545447]","{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}",security,2007,q2,3,q1,others,small company
251,Los Altos,USA,37.351894,-122.085807,SezWho,"[-122.085807, 37.351894]","{'type': 'Point', 'coordinates': [-122.085807, 37.351894]}",web,2006,q2,9,q3,tech,small company
252,San Francisco,USA,37.786906,-122.397672,Disqus,"[-122.397672, 37.786906]","{'type': 'Point', 'coordinates': [-122.397672, 37.786906]}",web,2007,q2,43,q4,tech,mid company
253,Campbell,USA,37.279132,-121.956295,DraftMix,"[-121.956295, 37.279132]","{'type': 'Point', 'coordinates': [-121.956295, 37.279132]}",games_video,2007,q2,3,q1,gaming,small company
