,Year,Country,Area,Injury,Fatal
4582,1938,USA,California,Lacerations to hand by hooked shark PROVOKED INCIDENT,N
4583,1938,USA,South Carolina,Foot & ankle lacerated,N
4585,1938,USA,California,Leg bitten by gaffed shark PROVOKED INCIDENT,N
4586,1938,AUSTRALIA,Torres Strait,"FATAL, dragged out of diving helmet  ",Y
4588,1938,AUSTRALIA,New South Wales,"No injury, the shark knocked him off his feet",N
4593,1938,AUSTRALIA,Northern Territory,"Leg severed, but survived",N
4594,1938,AUSTRALIA,New South Wales,Thumb bitten by landed shark PROVOKED INCIDENT,N
4595,1938,SOUTH AFRICA,KwaZulu-Natal,Leg bitten PROVOKED INCIDENT,N
4596,1938,AUSTRALIA,New South Wales,Superficial lacerations on feet & toes,N
4597,1938,AUSTRALIA,New South Wales,"No injury, ski bumped & he was thrown in the water. Ski had indentations",N
4600,1938,USA,North Carolina,"No injury, boat towed by harpooned shark, PROVOKED INCIDENT",N
4601,1938,AUSTRALIA,Torres Strait,Leg severed above knee,N
4602,1938,SOUTH AFRICA,KwaZulu-Natal,"""Mauled""",N
4603,1937,USA,North Carolina,FATAL ,Y
4604,1937,AUSTRALIA,Torres Strait ,FATAL,Y
4606,1937,AUSTRALIA,Queensland ,FATAL,Y
4607,1937,AUSTRALIA,Queensland,FATAL,Y
4608,1937,AUSTRALIA,New South Wales,Tooth imprints on torso,N
4609,1937,AUSTRALIA,New South Wales,"No injury, repulsed shark",N
4614,1937,AUSTRALIA,Torres Strait,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",N
4617,1937,AUSTRALIA,Northern Territory,FATAL,Y
4620,1937,AUSTRALIA,New South Wales,Bitten by netted shark PROVOKED INCIDENT,N
4621,1937,USA,Texas,FATAL,Y
4622,1937,USA,Texas,Leg nipped by hooked shark PROVOKED INCIDENT,N
4623,1937,AUSTRALIA,Queensland,"FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ",Y
4624,1937,AUSTRALIA,New South Wales,His body was recovered 2 days later but shark involvement prior to death was not confirmed,N
4625,1937,AUSTRALIA,Victoria,Shark involvement prior to death was not confirmed,Y
4626,1937,AUSTRALIA,New South Wales,"FATAL, buttocks, ankle & right elbow bitten ",Y
4627,1937,AUSTRALIA,New South Wales,Foot bitten,N
4628,1937,AUSTRALIA,New South Wales,"No injury to occupants, launch holed",N
4629,1937,AUSTRALIA,Queensland,Left shoulder bitten by netted shark PROVOKED INCIDENT,N
4630,1937,AUSTRALIA,South Australia,Shark involvement prior to death was not confirmed,Y
4631,1937,AUSTRALIA,New South Wales,Bitten on forearm PROVOKED INCIDENT,N
4632,1937,AUSTRALIA,Torres Strait,Survived,N
4633,1936,USA,Hawaii,Thigh lacerated,N
4634,1936,AUSTRALIA,Queensland,"No injury to occupant. Shark damaged scull, tooth fragments recovered",N
4635,1936,AUSTRALIA,New South Wales,Hooked shark bit rudder PROVOKED INCIDENT,N
4636,1936,AUSTRALIA,New South Wales,"FATAL, leg severed at knee",Y
4637,1936,AUSTRALIA,Victoria,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",Y
4638,1936,AUSTRALIA,Torres Strait,Speared shark bit his hand PROVOKED INCIDENT,N
4639,1936,USA,Hawaii,Leg lacerated,N
4640,1936,AUSTRALIA,Torres Strait,Flexed right leg bitten,N
4642,1936,AUSTRALIA,Torres Strait,Torso bitten ,N
4643,1936,USA,North Carolina,Shark rammed boat; no injury to occupants,N
4644,1936,USA,Massachusetts,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",Y
4645,1936,USA,New Jersey,"No injury to occupants, shark leapt onboard boat",N
4646,1936,AUSTRALIA,Torres Strait,Survived? Admitted to Thursday Island Hospital,N
4647,1936,SOUTH AFRICA,Western Cape Province,"Shark leapt onboard & into fishwell, tossing a crew member, Pepino, in the sea",N
4648,1936,AUSTRALIA,Torres Strait,FATAL,Y
4649,1936,USA,Florida,FATAL,Y
4650,1936,AUSTRALIA,Queensland,"Arm & back bitten, heel lacerated",N
4651,1936,AUSTRALIA,Queensland,Arm severed,N
4652,1936,USA,Florida,No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT ,N
4653,1936,AUSTRALIA,Torres Strait,Survived,N
4654,1936,AUSTRALIA,Queensland,Right forearm lacerated,N
4655,1936,AUSTRALIA,Northern Territory,"No injury to occupants, shark almost wrenched oar from aborigine",N
4656,1936,AUSTRALIA,New South Wales,Finger bitten PROVOKED INCIDENT,N
4657,1936,AUSTRALIA,Queensland,"No injury, scull sank",N
4658,1936,AUSTRALIA,New South Wales,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y
4659,1936,AUSTRALIA,South Australia,FATAL ,Y
4660,1936,AUSTRALIA,Queensland,Disappeared & his torn clothing washed ashore,N
4661,1936,AUSTRALIA,New South Wales,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT",N
4662,1936,AUSTRALIA,Victoria ,FATAL ,Y
4663,1935,AUSTRALIA,Victoria,"Harpooned shark stove in bow (20"" x 10"" hole), boat sank PROVOKED INCIDENT",N
4664,1935,AUSTRALIA,Torres Strait,Back & arm gashed but survived,N
4665,1935,USA,North Carolina,"FATAL, thigh bitten ",Y
4667,1935,AUSTRALIA,Queensland,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y
4669,1935,AUSTRALIA,Torres Strait,"FATAL, right buttock & thigh bitten ",Y
4670,1935,USA,California,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",Y
4671,1935,USA,California,"Although listed as  an uprovoked fatal attack by SAF, he was killed by the explosion. The shark bites were post-mortem ",Y
4674,1935,USA,New Jersey,Arm lacerated by a shark that leapt onto boat ,N
4676,1935,AUSTRALIA,South Australia,Shark bumped dinghy twice,N
4678,1935,SOUTH AFRICA,KwaZulu-Natal,"Foot bitten, required 1 week hospitalization PROVOKED INCIDENT",N
4679,1935,AUSTRALIA,Torres Strait,3 gashes on hand & wrist,N
4680,1935,AUSTRALIA,New South Wales,Captive shark regurgitated his arm in the Coogee Aquarium,N
4682,1935,USA,California,Laceration to hand  ,N
4683,1935,AUSTRALIA,Queensland,Buttocks injured by fin or a bump ,N
4684,1935,SOUTH AFRICA,KwaZulu-Natal,Injury to foot    PROVOKED INCIDENT,N
4685,1935,AUSTRALIA,Torres Strait,Left thigh abraded & 3 fingers lacerated,N
4686,1935,AUSTRALIA,Queensland,Calf & shin bitten  PROVOKED INCIDENT,N
4687,1935,AUSTRALIA,New South Wales,Abrasions to shins,N
4688,1935,AUSTRALIA,New South Wales,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ",Y
4689,1935,AUSTRALIA,New South Wales,"FATAL, thigh bitten ",Y
4690,1935,AUSTRALIA,New South Wales,"Thigh lacerated, abrasions",N
4691,1935,AUSTRALIA,New South Wales,"No injury, sleeve ripped",N
4692,1935,AUSTRALIA,Queensland,No injury to occupants,N
4694,1935,AUSTRALIA,Queensland,No injury; onlookers saw shark heading for him and lifted him ashore,N
4695,1934,AUSTRALIA,New South Wales,Hands severed,N
4696,1934,AUSTRALIA,New South Wales,"FATAL, left leg bitten ",Y
4697,1934,AUSTRALIA,New South Wales,FATAL,Y
4698,1934,AUSTRALIA,New South Wales,Leg injured,N
4699,1934,AUSTRALIA,Northern Territory,FATAL,Y
4701,1934,AUSTRALIA,Torres Strait,"FATAL, forearm lacerated & surgically amputated, but died of gas gangrene 13 days afterwards ",Y
4705,1934,AUSTRALIA,Queensland,"FATAL, body was not recovered",Y
4707,1934,USA,Georgia,Lacerations to right leg,N
4708,1934,AUSTRALIA,New South Wales,"No injury to occupants Sharks continually followed the dinghy, and one smashed its rudder ",N
4709,1934,AUSTRALIA,New South Wales,Hand bitten while landing shark PROVOKED INCIDENT,N
4710,1934,USA,Florida,FATAL,Y
4711,1934,AUSTRALIA,Queensland,Leg lacerated & punctured,N
4712,1934,SOUTH AFRICA,KwaZulu-Natal,FATAL,Y
4713,1934,SOUTH AFRICA,KwaZulu-Natal,Right thigh lacerated,N
4714,1934,AUSTRALIA,New South Wales,"FATAL, right leg lacerated",Y
4715,1934,AUSTRALIA,New South Wales,"FATAL, leg & buttocks removed ",Y
4716,1934,AUSTRALIA,New South Wales,"No injury to occupants, hooked shark, snapped at rudder & then attacked boat PROVOKED INCIDENT",N
4717,1934,AUSTRALIA,Torres Strait,"Lacerated knee & foot, deep puncture wounds",N
4720,1934,AUSTRALIA,New South Wales,"Bumped, chest bitten & badly injured",N
4721,1934,AUSTRALIA,New South Wales,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,N
4722,1933,AUSTRALIA,Torres Strait,"FATAL, right buttock & thigh bitten ",Y
4723,1933,AUSTRALIA,Queensland,"Hand badly injured, right arm surgically amputated above wrist",N
4724,1933,AUSTRALIA,Queensland,Hand severed,N
4726,1933,USA,California,Severely lacerated arm PROVOKED INCIDENT,N
4727,1933,USA,South Carolina,Right heel & ankle bitten,N
4728,1933,USA,Connecticut,Foot bitten,N
4729,1933,USA,California,Survived,N
4730,1933,AUSTRALIA,Western Australia,"No injury, shark tore diving suit",N
4731,1933,USA,South Carolina,Right knee & left leg bitten,N
4732,1933,USA,South Carolina,Left calf bitten,N
4733,1933,AUSTRALIA,Northern Territory,"No injury, ""shark chased him ashore""",N
4735,1933,AUSTRALIA,Queensland,Laceration to lower leg by netted shark PROVOKED INCIDENT,N
4736,1933,AUSTRALIA,Queensland,Lacerations to legs from fins of shark,N
4738,1933,USA,Florida,FATAL,Y
4739,1933,AUSTRALIA,New South Wales,Abrasions to legs,N
4740,1933,AUSTRALIA,Torres Strait,"Injuries to arm, shoulder & chest, took 2 days to reach hospital",N
4741,1933,AUSTRALIA,South Australia,No injury to occupants. Shark leapt into boat during sailing races,N
4742,1933,AUSTRALIA,South Australia,Forearm injured by hooked shark PROVOKED INCIDENT,N
4743,1933,AUSTRALIA,Queensland,Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),Y
4744,1932,AUSTRALIA,Northern Territory,Leg bitten,N
4747,1932,AUSTRALIA,New South Wales,"Torso bitten with pneumothorax, slight lacerations on left hand",N
4750,1932,AUSTRALIA,New South Wales,Hand bitten by landed shark PROVOKED INCIDENT,N
4751,1932,AUSTRALIA,New South Wales,Bitten by landed shark PROVOKED INCIDENT,N
4752,1932,USA,New Jersey,Hooked shark gashed right leg      PROVOKED INCIDENT,N
4753,1932,AUSTRALIA,Torres Strait,Bitten on buttock & leg,N
4755,1932,USA,Texas,Body recovered  from shark but death due to shark bite was not confirmed,Y
4757,1932,USA,New Jersey,Knee bitten by boated shark PROVOKED INCIDENT,N
4758,1932,USA,New Jersey,Ankle broken when 500-lb boated shark lashed him with its tail PROVOKED INCIDENT,N
4760,1932,AUSTRALIA,Torres Strait,FATAL,Y
4761,1932,AUSTRALIA,Torres Strait,Severe injury to forearm near elbow,N
4764,1932,USA,Hawaii,Two 6-inch lacerations,N
4765,1932,AUSTRALIA,Queensland,Foot bitten,N
4767,1932,AUSTRALIA,Queensland,Thigh bitten,N
4770,1932,SOUTH AFRICA,Eastern Cape Province,"Right shin, calf and sole of foot lacerated",N
4771,1931,AUSTRALIA,Torres Strait,Left foot acerated,N
4773,1931,USA,Florida,Minor injury,N
4774,1931,USA,Florida,Right thigh & calf lacerated,N
4775,1931,USA,Hawaii,"Swept out to sea by strong currents, his remains found in shark caught off Barbers Point",Y
4777,1931,USA,Hawaii,"""Mysteriously disappeared"" His body was found in a shark caught at Barber's Point on 01-Sep-1931",Y
4778,1931,USA,New Jersey,No injury to occupants. Shark chasing fish struck boat,N
4781,1931,USA,Texas,Minor injury,N
4782,1931,USA,New Jersey,Survived,N
4783,1931,AUSTRALIA,Queensland,FATAL,Y
4785,1931,USA,New Jersey,Nipped on leg,N
4786,1931,USA,Hawaii,Survived,N
4787,1931,USA,Hawaii,Tip of finger amputated PROVOKED INCIDENT,N
4788,1931,USA,Florida,Lacerations to fingers,N
4789,1931,AUSTRALIA,New South Wales,No injury to occupants; oar & rudder bitten,N
4791,1931,AUSTRALIA,Queensland,"FATAL, left thigh severely bitten ",Y
4793,1931,AUSTRALIA,South Australia,"Finger lacerated, PROVOKED INCIDENT",N
4794,1931,AUSTRALIA,New South Wales,Death may have been due to drowning,Y
4795,1931,AUSTRALIA,Torres Strait,Recovered,N
4796,1931,AUSTRALIA,Torres Strait,"Thigh, kneecap & lower leg badly lacerated",N
4797,1931,AUSTRALIA,Queensland,Severe bump & few superficial wounds ,N
4800,1930,AUSTRALIA,New South Wales,"Bumped by shark, legs abraded",N
4801,1930,AUSTRALIA,New South Wales,FATAL,Y
4802,1930,AUSTRALIA,Victoria,No injury to occupants; shark seized gunwale & tried to overturn boat,N
4803,1930,AUSTRALIA,New South Wales,FATAL,Y
4804,1930,AUSTRALIA,Queensland,Laceration to leg,N
4807,1930,AUSTRALIA,Western Australia,Minor injury,N
4809,1930,USA,Florida,Lacerations to foot & ankle,N
4811,1930,USA,Florida,Arm lacerated from shoulder to wrist,N
4812,1930,AUSTRALIA,Torres Strait,FATAL,Y
4813,1930,USA,Texas,Lacerations to arm,N
4816,1930,SOUTH AFRICA,Eastern Cape Province,Remains of drowning victim recovered from shark,Y
4817,1930,USA,Florida,No injury to diver but shark left 3 toothmarks in his helmet,N
4818,1930,AUSTRALIA,Torres Strait,Arm & chest injured,N
4819,1930,AUSTRALIA,Victoria,FATAL,Y
4820,1930,AUSTRALIA,Western Australia,Laceration to thigh from trapped shark PROVOKED INCIDENT,N
4822,1930,SOUTH AFRICA,Western Cape Province,Torso & arm bitten,N
4825,1930,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
4826,1929,AUSTRALIA,New South Wales,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Y
4827,1929,AUSTRALIA,Torres Strait,Recovered at Thursday Island Hospital,N
4828,1929,AUSTRALIA,New South Wales,Superficial lacerations on right leg,N
4829,1929,AUSTRALIA,Torres Strait,Injuries to chest & arm,N
4830,1929,AUSTRALIA,Queensland,FATAL,Y
4833,1929,AUSTRALIA,Torres Strait,Heel injured,N
4835,1929,AUSTRALIA,Queensland,"FATAL, severe injuries to both legs ",Y
4836,1929,USA,South Carolina,Left foot & ankle bitten,N
4839,1929,USA,Florida,Leg bitten by hooked shark PROVOKED INCIDENT,N
4840,1929,AUSTRALIA,Torres Strait,"Injuries to both legs, buttocks, back, lower abdomen & chest",N
4841,1929,AUSTRALIA,Queensland,Thigh bitten,N
4842,1929,AUSTRALIA,Queensland,Lacerations to right wrist,N
4843,1929,AUSTRALIA,Queensland,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N
4844,1929,AUSTRALIA,Torres Strait,FATAL,Y
4845,1929,AUSTRALIA,Torres Strait,FATAL,Y
4846,1929,USA,Florida,Right sole & toes lacerated,N
4847,1929,AUSTRALIA,Torres Strait,FATAL,Y
4848,1929,AUSTRALIA,South Australia,Foot bitten,N
4849,1929,AUSTRALIA,South Australia,Legs bitten,N
4850,1929,AUSTRALIA,New South Wales,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y
4851,1929,AUSTRALIA,Western Australia,"No injury, shark pushed canoe from jetty to a point 100 m away",N
4852,1929,AUSTRALIA,New South Wales,"FATAL, right thigh bitten, femoral artery severed",Y
4853,1929,AUSTRALIA,Queensland,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y
4855,1929,AUSTRALIA,New South Wales,"FATAL, right thigh & hip bitten",Y
4858,1929,AUSTRALIA,New South Wales,"Later found to be fixtion, never happened",N
4859,1929,AUSTRALIA,South Australia,Bitten below the knee,N
4860,1929,USA,Florida,Thigh lacerated by hooked shark PROVOKED INCIDENT,N
4861,1929,AUSTRALIA,New South Wales,Hand lacerated,N
4862,1929,USA,Florida,"Put hand through hatch, shark nearly bit off thumb",N
4863,1928,AUSTRALIA,,Injuries to arm ,N
4864,1928,USA,New Jersey,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",N
4866,1928,USA,Virginia,FATAL,Y
4868,1928,USA,Texas,Knee bitten,N
4870,1928,AUSTRALIA,,Injuries to chest,N
4872,1928,USA,Florida,Bitten on leg,N
4874,1928,AUSTRALIA,Queensland,Severe lacerations to arm,N
4875,1928,AUSTRALIA,New South Wales,Tissue of left leg stripped from knee to ankle ,N
4877,1928,AUSTRALIA,Queensland,Lacerations to right leg ,N
4878,1928,AUSTRALIA,New South Wales,"FATAL, right hand severed, large lacerations on thigh",Y
4879,1928,AUSTRALIA,Queensland,Hip bitten,N
4880,1928,AUSTRALIA,Torres Strait,FATAL,Y
4883,1928,AUSTRALIA,Torres Strait,FATAL,Y
4884,1928,USA,Florida,Body not recovered ,Y
4885,1928,USA,Florida,"FATAL, presumed taken by shark/s",Y
4886,1928,SOUTH AFRICA,Eastern Cape Province,Leg lacerated,N
4887,1928,SOUTH AFRICA,Eastern Cape Province,Foot bitten,N
4888,1928,SOUTH AFRICA,KwaZulu-Natal,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",N
4889,1927,SOUTH AFRICA,Western Cape Province,"FATAL, leg bitten  ",Y
4890,1927,AUSTRALIA,New South Wales,40 people perished,Y
4892,1927,AUSTRALIA,New South Wales,No injury to man or horse,N
4894,1927,AUSTRALIA,New South Wales,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",N
4896,1927,AUSTRALIA,Queensland,FATAL,Y
4897,1927,AUSTRALIA,Torres Strait,Extensive injuries to left leg,N
4898,1927,AUSTRALIA,Queensland,Leg injured,N
4899,1927,AUSTRALIA,New South Wales,"Right buttock & thigh bitten, thumb removed",N
4901,1927,AUSTRALIA,Queensland,"No injury, but trouser leg shredded by shark",N
4903,1927,SOUTH AFRICA,Eastern Cape Province,Both thighs  lacerated,N
4904,1927,USA,California,Lost hand,N
4905,1927,AUSTRALIA,New South Wales,"FATAL, leg bitten from thigh to ankle",Y
4906,1927,AUSTRALIA,New South Wales,"FATAL, shoulder bitten ",Y
4907,1927,AUSTRALIA,Torres Strait,Shoulder bitten,N
4908,1926,AUSTRALIA,Torres Strait,FATAL,Y
4909,1926,AUSTRALIA,Torres Strait,Arm injured,N
4911,1926,AUSTRALIA,New South Wales,"3"" laceration to leg",N
4914,1926,USA,New Jersey,FATAL,Y
4916,1926,USA,New Jersey,No injury to occupants,N
4917,1926,USA,California,Leg & hand lacerated and dog bitten,N
4919,1926,USA,Hawaii,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",Y
4921,1926,USA,Hawaii,Right leg bitten thigh to heel,N
4922,1926,AUSTRALIA,South Australia,FATAL,Y
4923,1926,SOUTH AFRICA,Eastern Cape Province,Thigh lacerated,N
4924,1926,AUSTRALIA,Victoria,Leg lacerated,N
4929,1925,AUSTRALIA,Western Australia,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Y
4930,1925,USA,Puerto Rico,Laceration across abdomen,N
4931,1925,USA,Puerto Rico,Both calves lacerated,N
4934,1925,USA,South Carolina,"Multiple lacerations on both thighs, right buttock and hip",N
4936,1925,USA,Puerto Rico,"Right arm nearly severed at shoulder, left wrist lacerated",N
4937,1925,AUSTRALIA,New South Wales,"Left thigh bitten, leg surgically amputated ",N
4938,1925,AUSTRALIA,New South Wales,"FATAL, right forearm severed, lacerations from buttocks to heel L",Y
4940,1925,USA,Florida,Lacerations to arm,N
4945,1924,USA,Puerto Rico,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y
4947,1924,AUSTRALIA,Victoria,Leg bitten,N
4948,1924,USA,South Carolina,Left knee & leg bitten. (Tooth fragment recovered from kneecap),N
4950,1924,USA,California,"No injury, shark tore hole in the side of the boat",N
4951,1924,USA,Florida,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,N
4952,1924,AUSTRALIA,New South Wales,"FATAL, partial remains recovered ",Y
4954,1924,AUSTRALIA,Western Australia,Abrasions,N
4957,1924,AUSTRALIA,New South Wales,"Legs severely bitten, surgically amputated",N
4959,1924,SOUTH AFRICA,KwaZulu-Natal,FATAL,Y
4960,1924,SOUTH AFRICA,Eastern Cape Province,Foot lacerated,N
4961,1924,AUSTRALIA,New South Wales,"FATAL, right thigh severely bitten, left arm lacerated ",Y
4962,1923,AUSTRALIA,New South Wales,Lacerations to leg,N
4963,1923,AUSTRALIA,New South Wales,"FATAL, disappeared, thought to have been taken by a shark ",Y
4964,1923,AUSTRALIA,Western Australia,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",Y
4965,1923,AUSTRALIA,New South Wales,FATAL,Y
4966,1923,AUSTRALIA,New South Wales,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",Y
4967,1923,AUSTRALIA,New South Wales,"No injury to occupants, shark bit boat",N
4968,1923,AUSTRALIA,Torres Strait,"Arm severed, but survived",N
4970,1923,AUSTRALIA,Queensland,non-fatal,N
4971,1923,AUSTRALIA,New South Wales,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",Y
4973,1923,AUSTRALIA,Western Australia,Minor puncture wounds to foot,N
4974,1923,AUSTRALIA,Queensland,FATAL,Y
4975,1923,AUSTRALIA,Queensland,Lacerations to right thigh and knee,N
4976,1923,USA,Puerto Rico,"Right calf, right side of abdomen & left wrist & hand bitten",N
4978,1923,AUSTRALIA,Western Australia,"FATAL, back of thigh bitten ",Y
4980,1923,USA,New Jersey,No injury to occupant Shark struck boat,N
4982,1923,USA,New Jersey,Shark's tail broke his leg. PROVOKED INCIDENT,N
4983,1922,USA,New Jersey,Shark's tail broke his leg. PROVOKED INCIDENT,N
4984,1922,USA,Puerto Rico,"FATAL, hip & thigh bitten with  tissue removed, including bone ",Y
4985,1922,AUSTRALIA,Queensland,"FATAL, severe injuries to torso  ",Y
4988,1922,USA,Hawaii,Survived,N
4990,1922,USA,Massachusetts,"No injury to occupants, shark splintered stern",N
4991,1922,USA,Florida,Leg bitten,N
4992,1922,USA,Florida,"FATAL, thigh bitten",Y
4994,1922,SOUTH AFRICA,Western Cape Province,Abdomen & thigh bitten,N
4995,1922,AUSTRALIA,New South Wales,FATAL,Y
4998,1922,AUSTRALIA,New South Wales,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Y
4999,1922,AUSTRALIA,New South Wales,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",Y
5000,1922,AUSTRALIA,New South Wales,"FATAL, both arms & shoulder bitten",Y
5002,1922,AUSTRALIA,Queensland,FATAL,Y
5003,1922,AUSTRALIA,New South Wales,Small laceration on left thigh & swim costume torn,N
5004,1922,AUSTRALIA,New South Wales,"FATAL, disappeared, then his shark-bitten remains washed ashore ",Y
5005,1921,AUSTRALIA,Queensland,Survived,N
5006,1921,AUSTRALIA,Queensland,"FATAL, disappeared, body not recovered",Y
5007,1921,AUSTRALIA,Queensland,"Right hip, buttock, elbow, arm & wrist bitten",N
5009,1921,AUSTRALIA,Queensland,Lacerations to right arm & chest,N
5010,1921,AUSTRALIA,Queensland,"Left thigh bitten, FATAL",Y
5012,1921,AUSTRALIA,Torres Strait,Lacerations to arm,N
5015,1920,AUSTRALIA,Western Australia,Lacerations to leg & hand,N
5017,1920,AUSTRALIA,Western Australia,"Minor injuries to leg, hand & fingers",N
5019,1920,USA,New York,Thought to have been taken by a shark. Body was not recovered,Y
5020,1920,AUSTRALIA,Torres Strait,Severe lacerations to right shoulder & arm,N
5021,1920,USA,Florida,Knee & thigh bitten,N
5023,1920,AUSTRALIA,Queensland,"Tossed in air by shark, sustained abrasions",N
5024,1920,AUSTRALIA,Torres Strait,Lacerations to foot,N
5025,1920,SOUTH AFRICA,Eastern Cape Province,Abdomen bitten,N
5026,1920,AUSTRALIA,Torres Strait,FATAL,Y
5027,1920,AUSTRALIA,New South Wales,Leg bitten. FATAL,Y
5030,1920,SOUTH AFRICA,KwaZulu-Natal,Thigh & buttocks bitten. Not known if he survived.,N
5031,1919,AUSTRALIA,Queensland,Lacerations to left leg,N
5032,1919,AUSTRALIA,New South Wales,"FATAL, left leg & calf bitten, leg surgically amputated ",Y
5033,1919,AUSTRALIA,Northern Territory,Lacerations to buttocks,N
5035,1919,USA,Florida,Laceration to left thigh,N
5036,1919,USA,South Carolina,Left foot bitten & abraded,N
5037,1919,USA,Florida,FATAL,Y
5039,1919,AUSTRALIA,New South Wales,"Multiple injuries, left leg surgically amputated at knee",N
5041,1919,AUSTRALIA,New South Wales,"FATAL, right thigh bitten ",Y
5042,1919,AUSTRALIA,Queensland,"FATAL, thigh bitten, leg amputated ",Y
5044,1919,USA,Florida,Leg severed,N
5045,1918,USA,Hawaii,FATAL,Y
5047,1918,AUSTRALIA,Queensland,FATAL,Y
5048,1918,AUSTRALIA,New South Wales,"Severe laceration to arm, necessitating surgical amputation at the elbow",N
5049,1918,AUSTRALIA,Queensland,Survived,N
5050,1917,AUSTRALIA,Western Australia,Lacerations to left leg,N
5052,1917,USA,New Jersey,Left knee lacerated,N
5053,1917,USA,Hawaii,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,N
5055,1917,USA,Florida,FATAL,Y
5057,1917,USA,South Carolina,Right arm bitten,N
5061,1916,AUSTRALIA,Queensland,Right calf bitten,N
5062,1916,AUSTRALIA,New South Wales,"FATAL, right arm severed, chest punctured ",Y
5063,1916,AUSTRALIA,New South Wales,Leg nipped by shark,N
5065,1916,AUSTRALIA,Queensland,FATAL,Y
5066,1916,AUSTRALIA,Queensland,FATAL,Y
5067,1916,USA,Florida,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",Y
5068,1916,USA,Louisiana,Lower left leg severely bitten & became septic. Not known if he survived,N
5069,1916,USA,North Carolina,Arm severely lacerated,N
5070,1916,USA,New York,"No attack,  no injury",N
5071,1916,USA,New York,Ankle bruised,N
5072,1916,USA,New Jersey,"Lower left leg bitten, surgically amputated",N
5073,1916,USA,New Jersey,"FATAL, thigh bitten ",Y
5074,1916,USA,New Jersey,"FATAL, legs & torso bitten ",Y
5078,1916,USA,New Jersey,FATAL,Y
5079,1916,USA,New Jersey,"FATAL, left leg bitten",Y
5080,1916,USA,New Jersey,Heel bitten,N
5082,1916,USA,Florida,Leg bitten by shark hooked shark PROVOKED INCIDENT,N
5083,1916,AUSTRALIA,New South Wales,FATAL,Y
5084,1916,AUSTRALIA,Victoria,FATAL,Y
5085,1916,AUSTRALIA,New South Wales,Minor lacerations to heel,N
5086,1915,AUSTRALIA,Torres Strait,"Arm severed, lacerations to thigh",N
5087,1915,AUSTRALIA,Queensland,Severe bite to arm,N
5088,1915,AUSTRALIA,New South Wales,Severe lacerations to feet & ankles,N
5089,1915,USA,Florida,Laceration to left leg,N
5093,1915,AUSTRALIA,Torres Strait,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",N
5094,1915,AUSTRALIA,Queensland,Foot bitten,N
5096,1915,AUSTRALIA,New South Wales,FATAL,Y
5098,1914,AUSTRALIA,Queensland,Lacerations to right thigh and knee,N
5101,1914,USA,Louisiana,FATAL,Y
5103,1914,USA,Louisiana,PROVOKED INCIDENT    Legs severed by shark entangled in his net,N
5106,1914,AUSTRALIA,Victoria,FATAL,Y
5108,1914,USA,Florida,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N
5109,1914,USA,Florida,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,Y
5110,1914,USA,Hawaii,FATAL,Y
5111,1914,AUSTRALIA,South Australia,Lacerations to foot,N
