,Year,Species,Injury,Injury_Class,Fatal (Y/N)
1556,1995,Bull,Left foot bitten,3,N
1557,1995,Other,FATAL,4,Y
1558,1995,Other,FATAL,4,Y
1559,1995,Other,"Dorsum of right hand bitten, a probable bluefish bite",3,N
1560,1995,Wobbegong,"No injury, shark took swimfin",0,N
1561,1995,White,FATAL,4,Y
1562,1995,Bronze,Left arm lacerated,3,N
1563,1995,Other,Lacerations to lower leg & foot,2,N
1564,1995,Tiger,FATAL,4,Y
1565,1995,,Foot bitten,2,N
1566,1995,Other,Reportedly lost lower right leg as result of shark bite,3,N
1567,1995,Leopard,"No injury, grabbed byshark after he pulled its tail PROVOKED INCIDENT",0,N
1568,1995,Other,Death resulted fom drowning; shark bites were post-mortem,3,N
1569,1994,White,"No injury, board bitten",0,N
1570,1994,Other,Shark scavenged on his corpse,3,N
1571,1994,White,FATAL,4,Y
1572,1994,Other,No injury,0,N
1573,1994,Other,Right thigh & board bitten,3,N
1574,1994,Other,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,3,N
1575,1994,White,"No injury, surfboard bitten",0,N
1576,1994,Other,Left calf bitten,3,N
1577,1994,Bull,FATAL,4,Y
1578,1994,White,FATAL,4,Y
1579,1994,White,Buttock & leg bitten,3,N
1580,1994,Other,Right calf lacerated,3,N
1581,1994,Other,Forearm severely bitten,3,N
1582,1994,Spinner,Right foot lacerated,3,N
1583,1994,Other,Shoulder bitten,3,N
1584,1994,Other,Lower left calf & ankle  lacerated,3,N
1585,1994,Other,Right knee lacerated,3,N
1586,1994,Other,Not a shark attack; possibly murder. Body recovered 4-16-1994 minus severed leg. Blue shark bites were post-mortem,3,N
1587,1994,Bull,FATAL,4,Y
1588,1994,Other,Lower right  leg bitten,3,N
1589,1994,White,FATAL,4,Y
1590,1994,White,Leg severed mid-thigh,3,N
1591,1994,White,Thigh bitten,2,N
1592,1994,Lemon,Arm lacerated by captive shark PROVOKED INCIDENT,2,N
1593,1994,Other,Leg bitten,3,N
1594,1994,Other,Swim fin bitten,2,N
1595,1994,Other,Left foot bitten,3,N
1596,1994,White,Leg bitten ,3,N
1597,1994,Tiger,FATAL,4,Y
1598,1994,White,"No injury to occupants, shark bit anchor and ladder",0,N
1599,1994,Other,Hamstring bitten,3,N
1600,1994,Other,Foot bitten,2,N
1601,1994,Tiger,Both legs lacerated,3,N
1602,1993,Tiger,FATAL,4,Y
1603,1993,Tiger,FATAL,4,Y
1604,1993,White,Serious injury to left leg,3,N
1605,1993,Bull,Thigh & hand lacerated,3,N
1606,1993,White,"No Injury, Kayak holed",0,N
1607,1993,Tiger,Serious leg wounds,3,N
1608,1993,White,Calf lacerated,3,N
1609,1993,White,Left leg gashed,3,N
1610,1993,Other,Left foot bitten,3,N
1611,1993,Other,"Thigh bitten, toes of left foot severed",3,N
1612,1993,Blacktip,Leg bitten,3,N
1613,1993,White,No injury to occupants; shark circled boat repeatedly then rammed the vessel 3 times,2,N
1614,1993,Bull,Severe lacerations to abdomen & thighs,3,N
1615,1993,White,"No injury to occupants. Shark struck boat, lifting the outboard motor",3,N
1616,1993,White,Severe bites to head & shoulder,3,N
1617,1993,White,FATAL,4,Y
1618,1993,White,Puncture wounds on chest,3,N
1619,1993,Other,Right knee bitten,3,N
1620,1993,Tiger,Feet & ankles bitten,3,N
1621,1993,White,FATAL,4,Y
1622,1993,White,FATAL,4,Y
1623,1993,Other,"No injury, bumped by shark",0,N
1624,1993,Other,No injury ,0,N
1625,1993,White,Survived,3,N
1626,1993,Tiger,Lower legs lacerated ,3,N
1627,1993,White,"No injury, swim fin bitten",0,N
1628,1993,Other,Foot bitten,2,N
1629,1993,Bronze,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",3,N
1630,1993,Other,"6"" laceration to left forearm",2,N
1631,1993,White,"No injury to occupants. Sharks, attracted to offal from slaughtered dolphin, attacked & damaged their canoe",3,N
1632,1993,White,"No injury, shark bit board",0,N
1633,1993,White,Right Leg bitten,3,N
1634,1993,Lemon,Survived,3,N
1635,1992,Tiger,Right leg bruised & abraded,3,N
1636,1992,Tiger,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",3,N
1637,1992,Mako,10 puncture wounds to right calf,3,N
1638,1992,Blacktip,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,3,N
1639,1992,Other,Right ankle bitten,2,N
1640,1992,White,"No injury, kayak bitten",0,N
1641,1992,Hammerhead,Left arm lacerated,3,N
1642,1992,Other,Foot punctured,2,N
1643,1992,Tiger,FATAL,4,Y
1644,1992,White,Foot & swim fin punctured,2,N
1645,1992,Tiger,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",3,N
1646,1992,Nurse,Minor injury while delivering pup of female shark caught in a net,1,N
1647,1992,White,FATAL,4,Y
1648,1992,White,Minor bruises,1,N
1649,1992,Blacktip,Left hand bitten,3,N
1650,1992,White,"Minor cuts, sufboard bitten",1,N
1651,1992,Other,Body recovered next morning. Injuries appeared to be inflicted post mortem,3,N
1652,1992,White,"No injury, board bitten",0,N
1653,1992,Nurse,"Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT",3,N
1654,1992,Other,No details,3,N
1655,1992,Other,"Death due to drowning. His body, tied to floating ice chest, had 2 small post-mortem bites due to cookie cutter shark",3,N
1656,1992,Other,Lacerations to left foot,2,N
1657,1992,Bull,FATAL,4,Y
1658,1992,White,"No inujury to occupant. Shark bit boat repeatedly, leaving  2 teeth in the bottom keel of the boat",3,N
1659,1992,Mako,Survived,3,N
1660,1992,Other,Disappeared. His ripped dive jacket was recovered,3,N
1661,1992,Tiger,FATAL,4,Y
1662,1992,White,"Right forearm severed, left forearm lacerated & broken",3,N
1663,1992,Other,Punctures & lacerations on lower leg,3,N
1664,1992,Tiger,"Foot bitten, crescent of bitemarks in both sides of board",3,N
1665,1992,Bronze,"Right thigh, back & hand lacerated",3,N
1666,1992,White,FATAL,4,Y
1667,1992,White,"Left shoulder & side bitten, board broken",3,N
1668,1992,Tiger,FATAL,4,Y
1669,1992,Other,"No injury, steel diving helmet bitten 3 times",2,N
1670,1992,Other,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",3,N
1671,1992,Grey,Survived,3,N
1672,1992,Bronze,Right leg lacerated,3,N
1673,1992,Zambesi,Right foot lacerated,3,N
1674,1992,Blacktip,Left cheek lacerated,3,N
1675,1992,Grey,Survived,3,N
1676,1992,Other,Survived. questionable incident,3,N
1677,1991,White,"No injury, shark became tangled in hose & towed him 100'",0,N
1678,1991,Tiger,FATAL,4,Y
1679,1991,Tiger,Right calf abraded,3,N
1680,1991,Tiger,FATAL,4,Y
1681,1991,Other,Hand bitten as he was cleaning hooked shark PROVOKED INCIDENT,3,N
1682,1991,Other,Calf scratched & chunk bitten from board,3,N
1683,1991,Other,Right foot & ankle lacerated,3,N
1684,1991,White,"Arm, shoulder & back bitten",2,N
1685,1991,Other,"Initally reported as a shark attack, forensic examination concluded cause of death was drowning",3,N
1686,1991,White,FATAL,4,Y
1687,1991,Other,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",3,N
1688,1991,Other,Deep cuts on lower leg,3,N
1689,1991,Other,Bite to left thigh & calf,3,N
1690,1991,Lemon,Laceration to right forearm PROVOKED INCIDENT,2,N
1691,1991,White,No Injury to occupant; canoe bitten,0,N
1692,1991,Reef,Arm bitten,3,N
1693,1991,Blacktip,Punctures in lower abdomen & groin ,3,N
1694,1991,Tiger,Left arm severed,3,N
1695,1991,White,"Forearm, upper thigh, knee & ankle lacerated",3,N
1696,1991,Other,Severe laceration to foot,3,N
1697,1991,Bull,"Left ankle, calf, thigh and abdomen bitten",3,N
1698,1991,Tiger,FATAL,4,Y
1699,1991,Other,Right calf bitten,2,N
1700,1991,White,"No injury, tank scratched by shark",0,N
1701,1991,Other,2 fingers severed by netted shark PROVOKED INCIDENT,3,N
1702,1991,Other,Minor injury by captive shark PROVOKED INCIDENT,1,N
1703,1991,Other,Right thigh,2,N
1704,1991,Other,Deep lacerations to calf & ankle,3,N
1705,1991,Nurse,Lacerations to arm & leg,2,N
1706,1991,White,Calf lacerated & board bitten,2,N
1707,1991,White,Foot & swim fin bitten,2,N
1708,1991,Other,"No injury, shark brushed ski",0,N
1709,1991,Other,Survived,3,N
1710,1990,Other,Survived,3,N
1711,1990,Other,"Abdomen, hip, leg & arm bitten",3,N
1712,1990,White,Leg bitten,3,N
1713,1990,Other,"Ear, shoulder, arm, wrist & ear injured",3,N
1714,1990,Other,"Hand & wrist bitten, tooth fragments in wound",3,N
1715,1990,Spinner,Wrist bitten,3,N
1716,1990,Tiger,"No Injury, board bitten",0,N
1717,1990,Other,Superficial injuries to left foot & ankle,3,N
1718,1990,White,Right hand lacerated,3,N
1719,1990,White,"Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck",2,N
1720,1990,White,"No injury, kayak capsized",0,N
1721,1990,Other,"Disappeared, body recovered with large bite on thigh",3,N
1722,1990,White,4 punctures on leg & board bitten,3,N
1723,1990,White,FATAL,4,Y
1724,1990,Other,Left forearm bitten,3,N
1725,1990,Other,"No injury to occupants, hooked shark freed itself, then rammed stern of boat PROVOKED INCIDENT",3,N
1726,1990,Hammerhead,Lacerations,3,N
1727,1990,Hammerhead,Lacerations,3,N
1728,1990,White,Thigh severely lacerated,3,N
1729,1990,White,Leg bitten,3,N
1730,1990,Tiger,"Lacerations & abrasions, board bitten in half",3,N
1731,1990,Other,"No injury, board broken in two",0,N
1732,1990,Other,"No injury, board bitten",0,N
1733,1990,Bull,Survived,3,N
1734,1990,Other,FATAL,4,Y
1735,1990,White,"No injury, board bitten",0,N
1736,1989,Tiger,"No details, ""recovering in Darwin Hospital""",3,N
1737,1989,Other,"Swept out to sea, feared taken by shark",3,N
1738,1989,White,Thigh bitten,2,N
1739,1989,White,FATAL,4,Y
1740,1989,Other,Lower porton of body recovered 3 days later. Note: rare sighting of shark made at same beach on 11-5-1989 ,3,N
1741,1989,Bronze,Left ankle broken & lacerated,3,N
1742,1989,White,"No injury, board bitten",0,N
1743,1989,Other,"Disappeared 15 minutes into shallow dive. Decapitated body minus arm found by divers the following morning, then a large tiger shark appeared and consumed most of remains",3,N
1744,1989,Other,Foot & leg bitten,3,N
1745,1989,Other,FATAL,4,Y
1746,1989,White,No details,3,N
1747,1989,White,Chest lacerated,3,N
1748,1989,Other,Bitten by hooked shark PROVOKED INCIDENT,3,N
1749,1989,White,No injury to occupants. Shark bit boat's swim step & repeatedly pushed the boat away whenever if came within 4 to 5 m of the whale carcass,3,N
1750,1989,White,Leg bitten,3,N
1751,1989,Other,Non-fatal,4,Y
1752,1989,Blue,Hand  & both arms bitten   PROVOKED INCIDENT,3,N
1753,1989,Nurse,Left leg bitten by captive shark                   PROVOKED INCIDENT,3,N
1754,1989,Other,3 wounds on left hand,3,N
1755,1989,White,Multiple Injuries,3,N
1756,1989,Bronze,"No injury, shark took chunk out of surfboard",0,N
1757,1989,White,Laceration to arm  PROVOKED INCIDENT,2,N
1758,1969,Other,FATAL,4,Y
1759,1989,White,Torso bitten,3,N
1760,1989,Other,Leg bitten,3,N
1761,1989,Tiger,Puncture wounds & lacerations to both legs,3,N
1762,1989,White,Upper right thigh bitten,3,N
1763,1989,White,"No injury, board bitten",0,N
1764,1989,White,Forearm bitten,3,N
1765,1989,Other,Right calf bitten,2,N
1766,1989,White,Forearm bitten,3,N
1767,1989,White,No injury to occupants. Shark rammed boat 4 times,2,N
1768,1989,White,FATAL,4,Y
1769,1989,Tiger,"No injury, but the kayak was bitten by the shark",0,N
1770,1989,Other,Thigh lacerated & abraded  PROVOKED INCIDENT,2,N
1771,1989,White,FATAL,4,Y
1772,1989,Other,Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,3,N
1773,1989,White,FATAL,4,Y
1774,1989,Hammerhead,Foot bitten,2,N
1775,1989,Tiger,"Abdomen lacerated, surfboard holed",2,N
1776,1989,Other,Thigh & calf bitten,2,N
1777,1988,White,FATAL,4,Y
1778,1988,White,Leg bitten & femur fractured,3,N
1779,1988,Other,Lacerations to right leg,2,N
1780,1988,Other,Lacerations to left thigh,2,N
1781,1988,Other,Left leg lacerated,3,N
1782,1988,Other,Hand lacerated,3,N
1783,1988,Other,Leg lacerated,3,N
1784,1988,Other,Lacerations to foot,2,N
1785,1988,Other,Dennis' hand injured; Ann's right forearm bitten,3,N
1786,1988,Bull,FATAL,4,Y
1787,1988,Tiger,Arm bitten by captive shark PROVOKED INCIDENT,3,N
1788,1988,White,Thigh bitten,2,N
1789,1988,Other,Hand bitten,2,N
1790,1988,Reef,Cheek bitten,3,N
1791,1988,Reef,Right palm lacerated,3,N
1792,1988,Other,Leg lacerated,3,N
1793,1988,White,Left arm lacerated,3,N
1794,1988,Tiger,Survived,3,N
1795,1988,Other,Left leg bitten,3,N
1796,1988,Other,Cuts to right foot and ankle,3,N
1797,1988,White,No Injury,0,N
1798,1988,Other,"Human remains, believed to be those of Mr. Goo, washed ashore along the Waihee shore several days later",3,N
1799,1988,Other,"Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark, but cause of death could not be determined.",3,N
1800,1988,Other,"Lower left leg bitten, hand lacerated",3,N
1801,1988,Other,"No injury to occupants, pontoon puctured",0,N
1802,1988,Grey,Ankle bitten,2,N
1803,1988,Zambesi,"Leg bitten, surgically amputated",3,N
1804,1988,Mako,"No injury to occupants; shark leapt into boat, almost capsizing it and destroyed the inside of the boat",3,N
1805,1988,Tiger,Lacerations to left arm & waist,2,N
1806,1988,Other,Minor injury to leg,1,N
1807,1988,Other,His remains were recovered from a shark caught by  the trawler Ho Tai No.12 in March 1988,3,N
1808,1988,Mako,Hand bitten by captured shark PROVOKED INCIDENT,3,N
1809,1988,Copper,Foot lacerated by hooked shark PROVOKED INCIDENT,2,N
1810,1988,Other,"No injury to occupants; shark ripped off fibreglass hull, swamping boat PROVOKED INCIDENT",3,N
1811,1988,Wobbegong,Hand bitten,2,N
1812,1987,Blacktip,Left calf bitten,3,N
1813,1987,Other,"Remains recovered from 4 m, 420-kg, caught 13-Dec-1987k",3,N
1814,1987,Other,Possible drowning / scavenging,3,N
1815,1987,Other,Buttock & leg bitten,3,N
1816,1987,Other,Abrasion to forearm,3,N
1817,1987,White,Left thigh & calf lacerated,3,N
1818,1987,Other,FATAL,4,Y
1819,1987,White,FATAL,4,Y
1820,1987,White,Torso lacerated,3,N
1821,1987,Other,Lower left leg lacerated,3,N
1822,1987,White,Fingers & surfboard injured,3,N
1823,1987,Other,Right foot & ankle lacerated,3,N
1824,1987,Other,Left foot bitten,3,N
1825,1987,Other,Puncture wounds to right foot,3,N
1826,1987,Other,No injury to occupants. Shark grabbed anchor ,0,N
1827,1987,Other,Puncture marks to torso,3,N
1828,1987,Blacktip,Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT,3,N
1829,1987,Other,"6"" cut to thigh",2,N
1830,1987,Other,"Slipped off rocks & was treading water when he disappeared, body mutilated by shark/s",3,N
1831,1987,Other,FATAL,4,Y
1832,1987,Bronze,Calf lacerated,3,N
1833,1987,White,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT",0,N
1834,1987,Spinner,"Lacerations to toe, heel & ankle of right foot",3,N
1835,1987,White,Puncture wounds to right hand,3,N
1836,1987,Other,FATAL,4,Y
1837,1987,White,No injury,0,N
1838,1986,Other,2 punctures in lower leg,3,N
1839,1986,White,FATAL,4,Y
1840,1986,Blacktip,Forearm bitten,3,N
1841,1986,White,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",3,N
1842,1986,Other,"No injury, no attack, 1.8 m copper shark made threat displays",3,N
1843,1986,Tiger,Right leg bitten,3,N
1844,1986,Other,Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT,3,N
1845,1986,Lemon,Hip & thigh bitten,2,N
1846,1986,Other,"No injury, ski bitten",0,N
1847,1986,Bull,Laceration to right arm,2,N
1848,1986,Other,Human hand recovered from 1.5 m [5'] blacktip shark's stomach,3,N
1849,1986,Other,"No injury, shark made threat display & impaled itself on spear ",0,N
1850,1986,Wobbegong,Survived,3,N
1851,1986,White,"No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water",3,N
1852,1986,Other,Back of left thigh bitten,3,N
1853,1986,Dusky,Minor lacerations on left hand,1,N
1854,1986,Other,Abrasions,3,N
1855,1986,White,Foot severed,3,N
1856,1986,Other,Foot bitten,2,N
1857,1986,Other,"No injury, board struck by shark",0,N
1858,1986,White,"No injury, board bitten",0,N
1859,1986,Other,Lower leg lacerated,3,N
1860,1986,Other,2 punctures in upper arm,3,N
1861,1986,Bronze,"No injury, knocked into water & board bitten",0,N
1862,1986,Blacktip,Puncture wounds to both feet,3,N
1863,1986,Other,"No injury, foot bumped",0,N
1864,1985,Tiger,Survived,3,N
1865,1985,Other,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,2,N
1866,1985,White,2 semi-circular bites on aft starboard tube of boat,3,N
1867,1985,White,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",3,N
1868,1985,Other,Minor injury to foot & ankle,1,N
1869,1985,Tiger,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",3,N
1870,1985,Other,Left arm lacerated,3,N
1871,1985,Other,Laceration to leg by hooked shark  PROVOKED INCIDENT,2,N
1872,1985,White,"Hip bumped by shark, no Injury",3,N
1873,1985,Other,Probable drowning / scavenging,3,N
1874,1985,Other,Laceration and 4 puncture wounds to left hand,3,N
1875,1985,Other,Found to be a hoax,2,N
1876,1985,Other,"3"" wound on thigh",3,N
1877,1985,Other,Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark ,3,N
1878,1985,Hammerhead,Right calf bitten,2,N
1879,1985,White,"No injury to occupant, shark rammed boat catapulting it out of the water",0,N
1880,1985,Tiger,2/3rd of left calf removed,3,N
1881,1985,White,Contusion of left foot,3,N
1882,1985,Other,Leg injured,3,N
1883,1985,Other,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT",3,N
1884,1985,White,FATAL,4,Y
1885,1985,White,Bruised,3,N
1886,1985,Other,"Right knee, calf and ankle lacerated",3,N
1887,1985,Other,Probable drowning / scavenging,3,N
1888,1985,White,Thigh & calf bitten,2,N
1889,1985,Other,"No injury to occupant, shark bit boat",0,N
1890,1985,White,Minor injury to torso,1,N
1891,1985,Tiger,Legs bitten ,3,N
1892,1985,Dusky,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,3,N
1893,1985,Bull,FATAL,4,Y
1894,1984,White,No injury,0,N
1895,1984,Tiger,FATAL,4,Y
1896,1984,Other,Left foot bitten,3,N
1897,1984,Other,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",2,N
1898,1984,Other,"Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning",3,N
1899,1984,Other,"9"" laceration to right forearm ",2,N
1900,1984,Other,"10"" laceration on leg",2,N
1901,1984,Blacktip,Left calf bitten,3,N
1902,1984,White,"Abrasion on right foot, board bitten",3,N
1903,1984,White,Legs & buttocks bitten,3,N
1904,1984,Hammerhead,Foot bitten,2,N
1905,1984,Blue,Arm bitten,3,N
1906,1984,White,FATAL,4,Y
1907,1984,White,"No Injury, PROVOKED INCIDENT",0,N
1908,1984,Other,Death was due to drowning; body scavenged by a tiger shark,3,N
1909,1984,Other,Legs severely lacerated,3,N
1910,1984,Other,"FATAL, but shark involvement prior to death could not be determined",4,Y
1911,1984,Other,"No injury, shark hit swim fin",0,N
1912,1984,White,"No injury, board bitten",0,N
1913,1984,Hammerhead,Foot bitten,2,N
1914,1984,Other, Forced at gunpoint to jump overboard. Presumed fatal; shark involvement probable but not confirmed ,4,Y
1915,1984,Other,"No injury to occupant, shark seized oar and disappeared with it.",0,N
1916,1984,Other,Leg lacerated by hooked shark PROVOKED INCIDENT,2,N
1917,1984,Dusky,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,3,N
1918,1984,Other,"Human remains recovered, evidence of scavenging by shark/s",3,N
1919,1984,White,Hand bitten,2,N
1920,1984,Other,Foot bitten,2,N
1921,1984,Other,Head mouthed by captive shark PROVOKED INCIDENT,3,N
1922,1983,Other,"Coroner determined the man was killed by a boat propeller, not a tiger shark",3,N
1923,1983,White,Fingers bitten,3,N
1924,1983,Other,Shin lacerated,3,N
1925,1983,Other,"Two feet found in 1.74 m, 115-kg Zambesi shark, confirmed as a postmortem scavenging",3,N
1926,1983,Other,Left foot nipped,3,N
1927,1983,Tiger,Laceration to left foot,2,N
1928,1983,Other,Probable drowning and scavenging,3,N
1929,1983,Other,Puncture marks in leg & surfboard dinged,3,N
1930,1983,Other,Lacerations to left ankle,2,N
1931,1983,White,"No injury, board bitten",0,N
1932,1983,White,Inner thighs lacerated,3,N
1933,1983,Other,Foot bitten,2,N
1934,1983,Nurse,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,3,N
1935,1983,Bull,Right leg severely bitten,3,N
1936,1983,Tiger,FATAL,4,Y
1937,1983,Tiger,FATAL,4,Y
1938,1983,Tiger,"Left knee bitten, but survived",3,N
1939,1983,Other,Left arm injured by shark's tail as it swam beneath his board,3,N
1940,1983,Hammerhead,Left ankle nipped (3 punctures wounds),3,N
1941,1983,Blacktip,Lacerations to hand & foot,2,N
1942,1983,Other,"No injury, 3 m shark ""harassed"" him at depth of 5 m",3,N
1943,1983,Reef,Lacerations to thigh & buttocks,2,N
1944,1983,Other,"Left calf, knee & hands lacerated",3,N
1945,1983,Other,Puncture wounds to foot,3,N
1946,1983,Other,Survived,3,N
1947,1983,Zambesi,Right calf lacerated,3,N
1948,1983,Blacktip,"No injury, board bitten",0,N
1949,1983,Other,Calf bitten,2,N
1950,1983,Other,Puncture wounds to buttocks,3,N
1951,1983,Other,FATAL,4,Y
1952,1983,White,"No injury, rammed by shark",0,N
1953,1983,Blue,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,3,N
1954,1982,Other,Left foot lacerated,3,N
1955,1982,White,"No Injury, surfboard bitten",0,N
1956,1982,Other,Laceration to lower left leg,2,N
1957,1982,White,Lacerations to hand,2,N
1958,1982,White,Upper left thigh & buttocks bitten,3,N
1959,1982,Other,"Remains recovered from 2.7 m tiger shark, but shark involvement prior to death unknown",3,N
1960,1982,Other,"No Injury, board bitten",0,N
1961,1982,Spinner,Thigh lacerated,3,N
1962,1982,Other,"No injury, swim fin bitten",0,N
1963,1982,White,"No injury, ski bitten",0,N
1964,1982,White,"No Injury, board bitten",0,N
1965,1982,Other,Left ankle bitten,3,N
1966,1982,Other,Laceration to left thigh,2,N
1967,1982,White,FATAL,4,Y
1968,1982,Other,Left arm bitten,3,N
1969,1982,Lemon,Arm severed at elbow,3,N
1970,1982,Reef,Thigh bitten 3 times,3,N
1971,1982,Other,Human remains recovered from tiger shark,3,N
1972,1982,White,FATAL,4,Y
1973,1982,Other,Lacerations to left hand and forearm,2,N
1974,1982,White,Calf & ankle bitten,2,N
1975,1982,Other,Right shin & toe lacerated,3,N
1976,1982,White,No details,3,N
1977,1982,White,No injury,0,N
1978,1981,White,FATAL,4,Y
1979,1981,Tiger,Right leg severely bitten,3,N
1980,1981,White,Hand lacerated  PROVOKED INCIDENT,2,N
1981,1981,Other,Hand bitten,2,N
1982,1981,Other,Hand & forearm bitten,3,N
1983,1981,Other,Laceration to right leg,2,N
1984,1981,Tiger,FATAL,4,Y
1985,1981,Other,Laceration to left ankle,2,N
1986,1981,Other,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",3,N
1987,1981,Other,Disappeared while fishing from shore. Leg found 7 days later wedged in rocks 150 yards offshore,3,N
1988,1981,Nurse,Bite to face,2,N
1989,1981,Mako,Upper right arm bitten,3,N
1990,1981,Other,"Foot bitten between arch & big toe, no stitches required",3,N
1991,1981,Zambesi,7 lacerations to right foot,2,N
1992,1981,Other,Left foot & ankle lacerated,3,N
1993,1981,Other,Laceration to calf,2,N
1994,1981,Other,Minor injuries from shark that leapt aboard their boat,1,N
1995,1981,Other,"Probable drowning, 1.2 m [4'] shark hindered recovery of body",4,Y
1996,1981,White,FATAL,4,Y
1997,1981,Other,"Shark & board collided. No injury, but board was dented",3,N
1998,1981,Lemon,Left arm bitten,3,N
1999,1981,Other,"No Injury, board bitten",0,N
2000,1981,Tiger,"Left leg bitten, surgically amputated",3,N
2001,1981,Bull,"Lacerations on calf, ankle & heel",2,N
2002,1981,Other,Puncture wounds on  right thigh,3,N
2003,1981,White,Foot & ankle bitten,2,N
2004,1981,White,UNKNOWN,2,N
2005,1981,Blacktip,Foot lacerated,3,N
2006,1981,Hammerhead,Puncture wounds to foot,3,N
2007,1981,Hammerhead,Lacerations & punctures in left calf & ankle,2,N
2008,1981,Tiger,3 small punctures in scalp & ripped nostril,3,N
2009,1981,Other,Probable drowning & scavenging by 1.5 m tiger shark,3,N
2010,1981,Tiger,"No injury, ski bitten",0,N
2011,1980,Other,"No injury, paddleski bitten",0,N
2012,1980,Other,Probable drowning & scavenging,3,N
2013,1980,White,Bitten twice,3,N
2014,1980,Other,Probable  drowning & scavenging,3,N
2015,1980,White,Thigh lacerated,3,N
2016,1980,White,No injury,0,N
2017,1980,Tiger,Torso bitten,3,N
2018,1980,Blue,Thigh injured,2,N
2019,1980,Other,"No injury, shark bit her bathing suit",0,N
2020,1980,Blue,Laceration to lower leg   PROVOKED INCIDENT,2,N
2021,1980,Other,"No injury, board bitten",0,N
2022,1980,Tiger,Right calf bitten,2,N
2023,1980,Tiger,FATAL,4,Y
2024,1980,Other,Right leg bitten,3,N
2025,1980,Hammerhead,Leg lacerated by netted shark PROVOKED INCIDENT,2,N
2026,1980,White,"Both hands & heel of left foot lacerated, right foot severed",3,N
2027,1980,Other,Ankle & foot lacerated,3,N
2028,1980,Zambesi,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",3,N
2029,1980,Hammerhead,Abrasion,3,N
2030,1980,Other,3 small punctures on arm,3,N
2031,1980,White,FATAL,4,Y
2032,1980,Dogfish,Arm lacerated by gaffed shark PROVOKED INCIDENT,2,N
2033,1980,White,Knee bitten,3,N
2034,1980,Other,No injury; 2 m shark made threat display and impaled itself on spear,3,N
2035,1979,White,FATAL,4,Y
2036,1979,Other,Toothmarks on head & neck,3,N
2037,1979,White,Multiple major Injuries,3,N
2038,1979,White,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",3,N
2039,1979,Other,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,3,N
2040,1979,Other,Leg bitten,3,N
2041,1979,Other,"FATAL, but shark involvement prior to death was not determined",4,Y
2042,1979,White,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,3,N
2043,1979,Other,FATAL,4,Y
2044,1979,Blacktip,Foot & ankle bitten,2,N
2045,1979,White,"No injury, swim fin bitten",0,N
2046,1979,Other,Punctures on left thigh,3,N
2047,1978,White,FATAL,4,Y
2048,1978,Other,Left arm bitten,3,N
2049,1978,Other,FATAL or scavenging by 3 m tiger shark (may have involved foul play),3,N
2050,1978,White,"No injury, shark took his catch, then towed & pushed diver through the water ",3,N
2051,1978,White,No injury,0,N
2052,1978,Other,Several broken ribs,3,N
2053,1978,Other,Punctures on leg (minor injury),3,N
2054,1978,Other,"No injury, white shark struck platform",0,N
2055,1978,Other,Thigh bitten,2,N
2056,1978,Other,"Shark jumped in boat, but no injury to occupants",3,N
2057,1978,White,"No injury, rammed by shark",0,N
2058,1978,Blacktip,"Left leg, ankle & foot bitten",3,N
